plant_species;match_type;multiple_matches;match_similarity;match_edit_distance;wcvp_id;wcvp_name;wcvp_authors;wcvp_rank;wcvp_status;wcvp_homotypic;wcvp_ipni_id;wcvp_accepted_id
Amberboa moschata;Exact (without author);FALSE;1;0;3046753;Amberboa moschata;(L.) DC.;Species;Accepted;NA;20008631-1;3046753
Atractylis carduus;Exact (without author);FALSE;1;0;3040194;Atractylis carduus;(Forssk.) C.Chr.;Species;Accepted;NA;182908-1;3040194
Carduus argentatus;Exact (without author);FALSE;1;0;3040813;Carduus argentatus;L.;Species;Accepted;NA;188417-1;3040813
Carduus nutans;Exact (without author);TRUE;1;0;3041051;Carduus nutans;L.;Species;Accepted;NA;188890-1;3041051
Carduus nutans;Exact (without author);TRUE;1;0;3041091;Carduus nutans;Boiss. ex Nyman;Species;Invalid;NA;188889-1;3041093
Carduus personata;Exact (without author);FALSE;1;0;3041118;Carduus personata;(L.) Jacq.;Species;Accepted;NA;188942-1;3041118
Carlina vulgaris;Exact (without author);FALSE;1;0;3040104;Carlina vulgaris;L.;Species;Accepted;NA;189321-1;3040104
Carthamus boissieri;Exact (without author);FALSE;1;0;3047402;Carthamus boissieri;Halácsy;Species;Accepted;NA;189456-1;3047402
Carthamus coeruleus;Fuzzy (phonetic);FALSE;0.947;1;3047419;Carthamus caeruleus;L.;Species;Accepted;NA;189458-1;3047419
Carthamus dentatus;Exact (without author);FALSE;1;0;3046950;Carthamus dentatus;Vahl;Species;Accepted;NA;189475-1;3046950
Carthamus glaucus;Exact (without author);FALSE;1;0;3047540;Carthamus glaucus;M.Bieb.;Species;Accepted;NA;60461564-2;3047540
Carthamus lanatus;Exact (without author);FALSE;1;0;3047581;Carthamus lanatus;L.;Species;Synonym;TRUE;189503-1;3047518
Carthamus oxyacantha;Fuzzy (edit distance);TRUE;0.905;2;3047469;Carthamus oxyacanthus;M.Bieb.;Species;Accepted;NA;60461534-2;3047469
Carthamus oxyacantha;Fuzzy (edit distance);TRUE;0.905;2;3199004;Carthamus polyacantha;M.Bieb.;Species;Unplaced;NA;189522-1;NA
Carthamus tenuis;Exact (without author);FALSE;1;0;3047659;Carthamus tenuis;(Boiss. & C.I.Blanche) Bornm.;Species;Accepted;NA;189537-1;3047659
Carthamus tinctorius;Exact (without author);FALSE;1;0;2900984;Carthamus tinctorius;L.;Species;Accepted;NA;324467-2;2900984
Centaurea americana;Exact (without author);TRUE;1;0;3050133;Centaurea americana;Spreng.;Species;Illegitimate;NA;189869-1;3049996
Centaurea americana;Exact (without author);TRUE;1;0;3046448;Centaurea americana;Nutt.;Species;Synonym;TRUE;189870-1;3046533
Centaurea aucheri;Exact (without author);FALSE;1;0;3047967;Centaurea aucheri;(DC.) Wagenitz;Species;Accepted;NA;189955-1;3047967
Centaurea behen;Exact (without author);TRUE;1;0;3048003;Centaurea behen;L.;Species;Accepted;NA;190017-1;3048003
Centaurea behen;Exact (without author);TRUE;1;0;3046934;Centaurea behen;Lam.;Species;Illegitimate;NA;190015-1;3047183
Centaurea behen;Exact (without author);TRUE;1;0;3050376;Centaurea behen;DC.;Species;Misapplied;NA;190016-1;3048987
Centaurea benedicta;Exact (without author);FALSE;1;0;2926256;Centaurea benedicta;(L.) L.;Species;Accepted;NA;190024-1;2926256
Centaurea calcitrapa;Exact (without author);TRUE;1;0;3048114;Centaurea calcitrapa;L.;Species;Accepted;NA;330052-2;3048114
Centaurea calcitrapa;Exact (without author);TRUE;1;0;3049686;Centaurea calcitrapa;M.Bieb.;Species;Misapplied;NA;190103-1;3049691
Centaurea cheirolopha;Exact (without author);FALSE;1;0;3048238;Centaurea cheirolopha;(Fenzl) Wagenitz;Species;Accepted;NA;190193-1;3048238
Centaurea eryngioides;Exact (without author);TRUE;1;0;3048909;Centaurea eryngioides;Lam.;Species;Accepted;NA;190466-1;3048909
Centaurea eryngioides;Exact (without author);TRUE;1;0;3047699;Centaurea eryngioides;Sm.;Species;Misapplied;NA;190467-1;3047703
Centaurea friederici;Fuzzy (phonetic);FALSE;0.95;1;3049480;Centaurea friderici;Vis.;Species;Accepted;NA;190527-1;3049480
Centaurea hyalolepis;Exact (without author);FALSE;1;0;3049671;Centaurea hyalolepis;Boiss.;Species;Accepted;NA;190681-1;3049671
Centaurea iberica;Exact (without author);FALSE;1;0;3049683;Centaurea iberica;Trevir. ex Spreng.;Species;Accepted;NA;190695-1;3049683
Centaurea jacea;Exact (without author);FALSE;1;0;3049580;Centaurea jacea;L.;Species;Accepted;NA;190753-1;3049580
Centaurea margaritacea;Exact (without author);FALSE;1;0;3050109;Centaurea margaritacea;Ten.;Species;Synonym;NA;190965-1;3050084
Centaurea nemecii;Exact (without author);FALSE;1;0;3050193;Centaurea nemecii;Nábělek;Species;Accepted;NA;191084-1;3050193
Centaurea nigra;Exact (without author);TRUE;1;0;3050229;Centaurea nigra;L.;Species;Accepted;NA;191100-1;3050229
Centaurea nigra;Exact (without author);TRUE;1;0;3049835;Centaurea nigra;Friv. ex Boiss.;Species;Invalid;NA;191099-1;3049836
Centaurea nigrescens;Exact (without author);FALSE;1;0;3050000;Centaurea nigrescens;Willd.;Species;Accepted;NA;191103-1;3050000
Centaurea ornata;Exact (without author);FALSE;1;0;3050327;Centaurea ornata;Willd.;Species;Accepted;NA;191159-1;3050327
Centaurea pallescens;Exact (without author);TRUE;1;0;3050353;Centaurea pallescens;Delile;Species;Accepted;NA;191179-1;3050353
Centaurea pallescens;Exact (without author);TRUE;1;0;3047811;Centaurea pallescens;Bové ex DC.;Species;Invalid;NA;191178-1;3047812
Centaurea paniculata;Exact (without author);TRUE;1;0;3050388;Centaurea paniculata;L.;Species;Accepted;NA;191193-1;3050388
Centaurea paniculata;Exact (without author);TRUE;1;0;3049550;Centaurea paniculata;Sm.;Species;Misapplied;NA;191191-1;3049553
Centaurea paniculata;Exact (without author);TRUE;1;0;3049640;Centaurea paniculata;Lag. ex DC.;Species;Invalid;NA;191194-1;3049644
Centaurea paniculata;Exact (without author);TRUE;1;0;3048436;Centaurea paniculata;Pett. ex Nyman;Species;Invalid;NA;191192-1;3048195
Centaurea paniculata;Exact (without author);TRUE;1;0;3050747;Centaurea paniculata;M.Bieb.;Species;Misapplied;NA;191195-1;3050753
Centaurea paniculata;Exact (without author);TRUE;1;0;3049969;Centaurea paniculata;Vill.;Species;Misapplied;NA;191190-1;3049971
Centaurea procurrens;Exact (without author);TRUE;1;0;3049026;Centaurea procurrens;Sieber ex Spreng.;Species;Accepted;NA;191320-1;3049026
Centaurea procurrens;Exact (without author);TRUE;1;0;3050606;Centaurea procurrens;DC.;Species;Invalid;NA;191321-1;3050607
Centaurea scabiosa;Exact (without author);FALSE;1;0;3049312;Centaurea scabiosa;L.;Species;Accepted;NA;191521-1;3049312
Centaurea solstitialis;Exact (without author);FALSE;1;0;3050367;Centaurea solstitialis;L.;Species;Accepted;NA;191626-1;3050367
Centaurea stoebe;Exact (without author);TRUE;1;0;3050723;Centaurea stoebe;L.;Species;Accepted;NA;191689-1;3050723
Centaurea stoebe;Exact (without author);TRUE;1;0;3046560;Centaurea stoebe;Ledeb.;Species;Invalid;NA;191686-1;3046562
Centaurea stoebe;Exact (without author);TRUE;1;0;3049087;Centaurea stoebe;Tausch;Species;Illegitimate;NA;191687-1;3049088
Centaurea stoebe;Exact (without author);TRUE;1;0;3050781;Centaurea stoebe;Ten.;Species;Illegitimate;NA;191688-1;3050782
Cirsium arvense;Exact (without author);FALSE;1;0;2901650;Cirsium arvense;(L.) Scop.;Species;Accepted;NA;195034-1;2901650
Cirsium creticum subsp. gaillardotii;Exact (without author);FALSE;1;0;3040706;Cirsium creticum subsp. gaillardotii;(Boiss.) P.H.Davis & Parris;Subspecies;Accepted;NA;877055-1;3040706
Cirsium heterophyllum;Exact (without author);FALSE;1;0;3041841;Cirsium heterophyllum;(L.) Hill;Species;Accepted;NA;195465-1;3041841
Cirsium vulgare;Exact (without author);FALSE;1;0;3042723;Cirsium vulgare;(Savi) Ten.;Species;Accepted;NA;196191-1;3042723
Cosmos bipinnatus;Exact (without author);FALSE;1;0;2926450;Cosmos bipinnatus;Cav.;Species;Accepted;NA;198320-1;2926450
Cyanus montanus;Exact (without author);FALSE;1;0;3050166;Cyanus montanus;(L.) Hill;Species;Synonym;TRUE;200789-1;3050169
Cyanus pichleri;Exact (without author);FALSE;1;0;3048940;Cyanus pichleri;(Boiss.) Holub;Species;Synonym;TRUE;200803-1;3048939
Cyanus segetum;Exact (without author);FALSE;1;0;2926090;Cyanus segetum;Hill;Species;Synonym;TRUE;200816-1;2926089
Cynara cardunculus;Exact (without author);FALSE;1;0;2911920;Cynara cardunculus;L.;Species;Accepted;NA;200876-1;2911920
Cynara scolymus;Exact (without author);FALSE;1;0;2910164;Cynara scolymus;L.;Species;Synonym;NA;200902-1;3265625
Echinops;Exact (without author);FALSE;1;0;3134378;Echinops;L.;Genus;Accepted;NA;8731-1;3134378
Galactites tomentosus;Exact (without author);FALSE;1;0;3043225;Galactites tomentosus;Moench;Species;Accepted;NA;208410-1;3043225
Helianthus annuus;Exact (without author);FALSE;1;0;2910966;Helianthus annuus;L.;Species;Accepted;NA;119003-2;2910966
Jurinea;Exact (without author);FALSE;1;0;3134418;Jurinea;Cass.;Genus;Accepted;NA;9554-1;3134418
Klasea coriacea;Exact (without author);FALSE;1;0;3047188;Klasea coriacea;(Fisch. & C.A.Mey. ex DC.) Holub;Species;Accepted;NA;227314-1;3047188
Notobasis syriaca;Exact (without author);FALSE;1;0;3043365;Notobasis syriaca;(L.) Cass.;Species;Accepted;NA;234555-1;3043365
Onopordum acanthium;Exact (without author);FALSE;1;0;3043390;Onopordum acanthium;L.;Species;Accepted;NA;235234-1;3043390
Onopordum illyricum;Exact (without author);FALSE;1;0;3043467;Onopordum illyricum;L.;Species;Accepted;NA;235304-1;3043467
Picnomon acarna;Exact (without author);FALSE;1;0;3043202;Picnomon acarna;(L.) Cass.;Species;Accepted;NA;237715-1;3043202
Psephellus leuzeoides;Exact (without author);FALSE;1;0;3046315;Psephellus leuzeoides;(Jaub. & Spach) Wagenitz;Species;Accepted;NA;1015910-1;3046315
Rhaponticum carthamoides;Exact (without author);FALSE;1;0;2929121;Rhaponticum carthamoides;(Willd.) Iljin;Species;Accepted;NA;241391-1;2929121
Rhaponticum repens;Exact (without author);FALSE;1;0;3046987;Rhaponticum repens;(L.) Hidalgo;Species;Accepted;NA;77073843-1;3046987
Scolymus hispanicus;Exact (without author);FALSE;1;0;3056239;Scolymus hispanicus;L.;Species;Accepted;NA;243010-1;3056239
Senecio vulgaris;Exact (without author);FALSE;1;0;3082278;Senecio vulgaris;L.;Species;Accepted;NA;248251-1;3082278
Serratula tinctoria;Exact (without author);FALSE;1;0;3047110;Serratula tinctoria;L.;Species;Accepted;NA;248861-1;3047110
Silybum marianum;Exact (without author);FALSE;1;0;2901907;Silybum marianum;(L.) Gaertn.;Species;Accepted;NA;249211-1;2901907
Volutaria lippii;Exact (without author);FALSE;1;0;3046648;Volutaria lippii;(L.) Cass.;Species;Accepted;NA;260096-1;3046648
Xanthium spinosum;Exact (without author);FALSE;1;0;3119695;Xanthium spinosum;L.;Species;Accepted;NA;260892-1;3119695
Carduus pycnocephalus;Exact (without author);FALSE;1;0;3041131;Carduus pycnocephalus;L.;Species;Accepted;NA;188996-1;3041131
Carduus squarrosus;Exact (without author);FALSE;1;0;3041178;Carduus squarrosus;DC. ex Lowe;Species;Accepted;NA;189080-1;3041178
Vicia aintabensis;Exact (without author);FALSE;1;0;2452568;Vicia aintabensis;Boiss. & Hausskn.;Species;Accepted;NA;524500-1;2452568
Quercus petraea;Exact (without author);FALSE;1;0;174374;Quercus petraea;(Matt.) Liebl.;Species;Accepted;NA;359961-1;174374
Quercus pubescens;Exact (without author);TRUE;1;0;174591;Quercus pubescens;Willd.;Species;Accepted;NA;326376-2;174591
Quercus pubescens;Exact (without author);TRUE;1;0;174592;Quercus pubescens;Brot.;Species;Illegitimate;NA;296637-1;174637
Quercus robur;Exact (without author);FALSE;1;0;174750;Quercus robur;L.;Species;Accepted;NA;304293-2;174750
Abies;Exact (without author);FALSE;1;0;381615;Abies;Mill.;Genus;Accepted;NA;325655-2;381615
Cedrus;Exact (without author);TRUE;1;0;2707311;Cedrus;Mill.;Genus;Synonym;NA;26702-1;2707173
Cedrus;Exact (without author);TRUE;1;0;382682;Cedrus;Trew;Genus;Accepted;NA;331120-2;382682
Larix;Exact (without author);FALSE;1;0;379146;Larix;Mill.;Genus;Accepted;NA;30017099-2;379146
Picea abies;Exact (without author);FALSE;1;0;380406;Picea abies;(L.) H.Karst.;Species;Accepted;NA;262609-1;380406
Pinus nigra;Exact (without author);TRUE;1;0;380171;Pinus nigra;J.F.Arnold;Species;Accepted;NA;677088-1;380171
Pinus nigra;Exact (without author);TRUE;1;0;380170;Pinus nigra;Aiton;Species;Illegitimate;NA;263147-1;380589
Pinus nigra;Exact (without author);TRUE;1;0;380172;Pinus nigra;Link;Species;Illegitimate;NA;263148-1;469679
Pinus nigra subsp. laricio;Exact (without author);FALSE;1;0;386334;Pinus nigra subsp. laricio;Palib. ex Maire;Subspecies;Accepted;NA;60472197-2;386334
Pinus pinaster;Exact (without author);FALSE;1;0;380364;Pinus pinaster;Aiton;Species;Accepted;NA;263216-1;380364
Pinus sylvestris;Exact (without author);TRUE;1;0;380126;Pinus sylvestris;L.;Species;Accepted;NA;263353-1;380126
Pinus sylvestris;Exact (without author);TRUE;1;0;380124;Pinus sylvestris;Thunb.;Species;Misapplied;TRUE;77245025-1;380139
Abies alba;Exact (without author);TRUE;1;0;381622;Abies alba;(Castigl.) Michx.;Species;Illegitimate;NA;261447-1;381078
Abies alba;Exact (without author);TRUE;1;0;381621;Abies alba;Mill.;Species;Accepted;NA;60468511-2;381621
Pinus peuce;Exact (without author);FALSE;1;0;380345;Pinus peuce;Griseb.;Species;Accepted;NA;263209-1;380345
Pinus strobus;Exact (without author);TRUE;1;0;380022;Pinus strobus;L.;Species;Accepted;NA;197100-2;380022
Pinus strobus;Exact (without author);TRUE;1;0;380023;Pinus strobus;Thunb.;Species;Misapplied;NA;77245180-1;379695
Pinus uncinata;Exact (without author);FALSE;1;0;380047;Pinus uncinata;Ramond ex DC.;Species;Accepted;NA;263396-1;380047
Picea;Exact (without author);FALSE;1;0;380371;Picea;A.Dietr.;Genus;Accepted;NA;30005648-2;380371
Pinus halepensis;Exact (without author);FALSE;1;0;379872;Pinus halepensis;Mill.;Species;Accepted;NA;262982-1;379872
Pinus pinea;Exact (without author);FALSE;1;0;380351;Pinus pinea;L.;Species;Accepted;NA;263221-1;380351
Abies cephalonica;Exact (without author);FALSE;1;0;381681;Abies cephalonica;Loudon;Species;Accepted;NA;261486-1;381681
Pinus;Exact (without author);FALSE;1;0;380659;Pinus;L.;Genus;Accepted;NA;328247-2;380659
Pseudotsuga menziesii;Exact (without author);FALSE;1;0;379633;Pseudotsuga menziesii;(Mirb.) Franco;Species;Accepted;NA;677141-1;379633
Acer;Exact (without author);FALSE;1;0;2615354;Acer;L.;Genus;Accepted;NA;328248-2;2615354
Acer campestre;Exact (without author);FALSE;1;0;2615447;Acer campestre;L.;Species;Accepted;NA;781250-1;2615447
Acer circinatum;Exact (without author);FALSE;1;0;2615530;Acer circinatum;Pursh;Species;Accepted;NA;317375-2;2615530
Acer platanoides;Exact (without author);FALSE;1;0;2616254;Acer platanoides;L.;Species;Accepted;NA;781455-1;2616254
Acer pseudoplatanus;Exact (without author);FALSE;1;0;2616276;Acer pseudoplatanus;L.;Species;Accepted;NA;781462-1;2616276
Aesculus hippocastanum;Exact (without author);FALSE;1;0;2624517;Aesculus hippocastanum;L.;Species;Accepted;NA;781594-1;2624517
Carpinus betulus;Exact (without author);FALSE;1;0;34291;Carpinus betulus;L.;Species;Accepted;NA;295248-1;34291
Elaeagnus angustifolia;Exact (without author);TRUE;1;0;2784980;Elaeagnus angustifolia;L.;Species;Accepted;NA;323646-1;2784980
Elaeagnus angustifolia;Exact (without author);TRUE;1;0;2784981;Elaeagnus angustifolia;Blanco;Species;Illegitimate;NA;323647-1;3263895
Myrtus communis;Exact (without author);TRUE;1;0;132410;Myrtus communis;L.;Species;Accepted;NA;599719-1;132410
Myrtus communis;Exact (without author);TRUE;1;0;132411;Myrtus communis;Blanco;Species;Illegitimate;TRUE;599720-1;56652
Brachypodium pinnatum;Exact (without author);FALSE;1;0;400000;Brachypodium pinnatum;(L.) P.Beauv.;Species;Accepted;NA;393166-1;400000
Dactylis glomerata subsp. hispanica;Exact (without author);FALSE;1;0;406668;Dactylis glomerata subsp. hispanica;(Roth) Nyman;Subspecies;Accepted;NA;77188765-1;406668
Piptatherum miliaceum;Exact (without author);FALSE;1;0;434465;Piptatherum miliaceum;(L.) Coss.;Species;Synonym;TRUE;416105-1;474057
Agropyron fragile;Exact (without author);FALSE;1;0;388438;Agropyron fragile;(Roth) P.Candargy;Species;Accepted;NA;384994-1;388438
Agropyron fragile subsp. sibiricum;Exact (without author);FALSE;1;0;388439;Agropyron fragile subsp. sibiricum;(Willd.) Melderis;Subspecies;Synonym;NA;881303-1;388438
Cynodon dactylon;Exact (without author);FALSE;1;0;406339;Cynodon dactylon;(L.) Pers.;Species;Accepted;NA;397065-1;406339
Leymus angustus;Exact (without author);FALSE;1;0;422567;Leymus angustus;(Trin.) Pilg.;Species;Accepted;NA;407308-1;422567
Leymus racemosus;Exact (without author);FALSE;1;0;422635;Leymus racemosus;(Lam.) Tzvelev;Species;Accepted;NA;407344-1;422635
Scabiosa;Exact (without author);FALSE;1;0;2593588;Scabiosa;L.;Genus;Accepted;NA;14326-1;2593588
Ammophila arenaria subsp. arundinacea;Exact (without author);FALSE;1;0;391623;Ammophila arenaria subsp. arundinacea;H.Lindb.;Subspecies;Invalid;TRUE;77259797-1;402386
Araucaria excelsa;Exact (without author);FALSE;1;0;14358;Araucaria excelsa;(Lamb.) R.Br.;Species;Synonym;NA;77236551-1;14348
Thymus;Exact (without author);FALSE;1;0;204357;Thymus;L.;Genus;Accepted;NA;30002942-2;204357
Calluna vulgaris;Exact (without author);FALSE;1;0;2692970;Calluna vulgaris;(L.) Hull;Species;Accepted;NA;327305-1;2692970
Empetrum nigrum;Exact (without author);FALSE;1;0;2788473;Empetrum nigrum;L.;Species;Accepted;NA;30371508-2;2788473
Rhododendron tomentosum;Exact (without author);FALSE;1;0;2427484;Rhododendron tomentosum;Harmaja;Species;Accepted;NA;961622-1;2427484
Vaccinium uliginosum;Exact (without author);FALSE;1;0;2457998;Vaccinium uliginosum;L.;Species;Accepted;NA;30184367-2;2457998
Vaccinium vitis-idaea;Exact (without author);FALSE;1;0;2457314;Vaccinium vitis-idaea;L.;Species;Accepted;NA;293975-2;2457314
Rhododendron ferrugineum;Exact (without author);FALSE;1;0;2419736;Rhododendron ferrugineum;L.;Species;Accepted;NA;332420-1;2419736
Brachypodium sylvaticum;Exact (without author);FALSE;1;0;400100;Brachypodium sylvaticum;(Huds.) P.Beauv.;Species;Accepted;NA;393196-1;400100
Erica arborea;Exact (without author);TRUE;1;0;2792636;Erica arborea;L.;Species;Accepted;NA;328204-1;2792636
Erica arborea;Exact (without author);TRUE;1;0;2792637;Erica arborea;Thunb.;Species;Misapplied;NA;328206-1;2794515
Erica arborea;Exact (without author);TRUE;1;0;2792638;Erica arborea;Brot.;Species;Misapplied;NA;328205-1;2793741
Erica australis;Exact (without author);FALSE;1;0;2792692;Erica australis;L.;Species;Accepted;NA;328245-1;2792692
Erica carnea;Exact (without author);FALSE;1;0;2792873;Erica carnea;L.;Species;Accepted;NA;332092-2;2792873
Erica multiflora;Exact (without author);TRUE;1;0;2793873;Erica multiflora;L.;Species;Accepted;NA;329147-1;2793873
Erica multiflora;Exact (without author);TRUE;1;0;2793874;Erica multiflora;Huds.;Species;Synonym;NA;329149-1;2794693
Erica multiflora;Exact (without author);TRUE;1;0;2793875;Erica multiflora;Biv.;Species;Synonym;NA;329150-1;2794061
Erica multiflora;Exact (without author);TRUE;1;0;2793876;Erica multiflora;Decne.;Species;Synonym;NA;329148-1;2794736
Erica tetralix;Exact (without author);FALSE;1;0;2794578;Erica tetralix;L.;Species;Accepted;NA;329737-1;2794578
Elytrigia juncea;Exact (without author);FALSE;1;0;411861;Elytrigia juncea;(L.) Nevski;Species;Synonym;TRUE;1017669-2;446499
Festuca;Exact (without author);FALSE;1;0;451511;Festuca;Tourn. ex L.;Genus;Accepted;NA;328907-2;451511
Hyparrhenia hirta;Exact (without author);FALSE;1;0;419771;Hyparrhenia hirta;(L.) Stapf;Species;Accepted;NA;405537-1;419771
Setaria;Exact (without author);FALSE;1;0;442152;Setaria;P.Beauv.;Genus;Accepted;NA;331287-2;442152
Arthrocnemum macrostachyum;Exact (without author);TRUE;1;0;2653806;Arthrocnemum macrostachyum;(Moric.) K.Koch;Species;Synonym;TRUE;1014062-2;3014186
Arthrocnemum macrostachyum;Exact (without author);TRUE;1;0;2653807;Arthrocnemum macrostachyum;Torr.;Species;Misapplied;NA;163567-1;2628603
Sarcocornia fruticosa;Exact (without author);FALSE;1;0;2484102;Sarcocornia fruticosa;(L.) A.J.Scott;Species;Synonym;TRUE;227695-2;2480950
Aegilops geniculata;Exact (without author);TRUE;1;0;387679;Aegilops geniculata;Roth;Species;Accepted;NA;384596-1;387679
