"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status","mean_longitude","mean_latitude","distance_to_europe_center"
"Clethra arborea",3,FALSE,43199,"Clethraceae","Clethra","Perennial","Woody","Woody","Perennial",9,15174.5676454307,"Accepted",43199,"Clethra arborea",NA,"No Relations",-16.9468844916308,32.7675103174201,3756.68423610482
"Costus afer",1,FALSE,234553,"Costaceae","Costus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",13.0619156340612,2.58054382302096,6259.59062297754
"Cycas revoluta",13,FALSE,383421,"Cycadaceae","Cycas","Perennial","Woody","Woody","Perennial",31,58483.5556238883,"Accepted",383421,"Cycas revoluta",NA,"No Relations",125.094479694773,28.9370807646689,8349.85161277995
"Deutzia gracilis",1,FALSE,2763250,"Hydrangeaceae","Deutzia","Perennial","Woody","Woody","Perennial",79,128059.010203727,"Accepted",2763250,"Deutzia gracilis",NA,"No Relations",138.214120033694,37.9061166876332,8060.8168110573
"Deutzia parviflora",1,FALSE,2763315,"Hydrangeaceae","Deutzia","Perennial","Woody","Woody","Perennial",3,4468.39311510543,"Accepted",2763315,"Deutzia parviflora",NA,"No Relations",121.078810743229,40.4843808112636,7067.45964573108
"Deutzia scabra",2,FALSE,2763337,"Hydrangeaceae","Deutzia","Perennial","Woody","Woody","Perennial",371,634053.711858266,"Accepted",2763337,"Deutzia scabra",1880,"No Relations",138.214120033694,37.9061166876332,8060.8168110573
"Diospyros dussaudii",1,FALSE,383924,"Ebenaceae","Diospyros","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",103.744914173275,18.5396535694927,8187.27971858842
"Diospyros kaki",23,FALSE,384241,"Ebenaceae","Diospyros","Perennial","Woody","Woody","Perennial",108,230614.685407529,"Accepted",384241,"Diospyros kaki",NA,"No Relations",108.348070798137,25.6808155822212,7781.20259253724
"Diospyros lotus",3,FALSE,384337,"Ebenaceae","Diospyros","Perennial","Woody","Woody","Perennial",189,414155.922056229,"Accepted",384337,"Diospyros lotus",1972,"No Relations",81.0141958687806,35.4502646996692,5360.95649641282
"Doryanthes palmeri",1,FALSE,304543,"Doryanthaceae","Doryanthes","Perennial","Non-Woody","Non-Woody","Perennial",1,2434.04804842073,"Accepted",304543,"Doryanthes palmeri",NA,"No Relations",145.803158365266,-27.4987240415117,14888.6223290424
"Ensete ventricosum",1,FALSE,243317,"Musaceae","Ensete","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA,"No Relations",30.8117108746138,-6.49070265938216,7396.22723197392
"Erythranthe guttata",2,FALSE,3000970,"Phrymaceae","Erythranthe",NA,NA,"Non-Woody","Perennial",744,1226859.47566027,"Accepted",3000970,"Erythranthe guttata",1824,"No Relations",-113.909494341557,45.0998208281339,7555.12792407455
"Erythranthe lutea",1,FALSE,3001057,"Phrymaceae","Erythranthe","Perennial","Non-Woody","Non-Woody","Perennial",125,216769.615920617,"Accepted",3001057,"Erythranthe lutea",1850,"No Relations",-69.7408124172397,-36.4460196509808,13112.8887991552
"Escallonia × rigida",2,FALSE,2801895,"Escalloniaceae","Escallonia","Perennial","Woody","Woody","Perennial",1,2160.05520341135,"Accepted",2801895,"Escallonia × rigida",NA,"No Relations",-70.6646743354084,-46.8800111754045,14076.7660817298
"Ginkgo biloba",8,FALSE,334053,"Ginkgoaceae","Ginkgo","Perennial","Woody","Woody","Perennial",386,737365.75128707,"Accepted",334053,"Ginkgo biloba",2014,"No Relations",114.48893267388,28.3015526462235,7869.31463487131
"Grausa lateritia",1,FALSE,3014892,"Loasaceae","Grausa",NA,"Non-Woody","Non-Woody",NA,NA,NA,NA,NA,NA,NA,"No Relations",-68.9353254327373,-36.4813116265404,13074.0814896293
"Hedychium coronarium",1,FALSE,248115,"Zingiberaceae","Hedychium","Perennial","Non-Woody","Non-Woody","Perennial",1,2017.76316097119,"Accepted",248115,"Hedychium coronarium",2006,"No Relations",99.2007082719319,23.7514652570256,7446.10664765726
"Hedychium gardnerianum",1,FALSE,248143,"Zingiberaceae","Hedychium","Perennial","Non-Woody","Non-Woody","Perennial",34,63591.4260983957,"Accepted",248143,"Hedychium gardnerianum",1617,"No Relations",93.1256055691381,22.4024224801648,7222.44259591839
"Heliconia bihai",1,FALSE,248319,"Heliconiaceae","Heliconia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-71.6928137640622,12.0465322958451,8678.37256691607
"Heliconia bourgaeana",1,FALSE,248322,"Heliconiaceae","Heliconia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-93.1335866940944,17.6705560833749,9333.80240760851
"Hydrangea arborescens",2,FALSE,2855594,"Hydrangeaceae","Hydrangea","Perennial","Woody","Woody","Perennial",94,171425.469006042,"Accepted",2855594,"Hydrangea arborescens",1850,"No Relations",-83.1914434416345,37.1565321492972,6985.41858580369
"Hydrangea macrophylla",16,FALSE,2855720,"Hydrangeaceae","Hydrangea","Perennial","Woody","Woody","Perennial",514,999700.186852204,"Accepted",2855720,"Hydrangea macrophylla",1935,"No Relations",139.761348038465,31.4231047277272,8768.6279211447
"Hydrangea xanthoneura",1,FALSE,2855837,"Hydrangeaceae","Hydrangea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",100.592105313756,24.9539477163557,7414.67733447946
"Ibicella lutea",1,FALSE,2859962,"Martyniaceae","Ibicella","Annual","Non-Woody","Non-Woody","Annual",33,72752.1174097739,"Accepted",2859962,"Ibicella lutea",1894,"No Relations",-54.5144248182984,-24.932720880698,11256.4692746232
"Incarvillea delavayi",1,FALSE,317213,"Bignoniaceae","Incarvillea","Perennial","Non-Woody","Non-Woody","Perennial",2,6006.27254191742,"Accepted",317213,"Incarvillea delavayi",NA,"No Relations",104.678088301968,28.6410152979675,7306.18986754318
"Incarvillea mairei",2,FALSE,317227,"Bignoniaceae","Incarvillea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",96.2660757627612,32.0859169115866,6525.22489158852
"Incarvillea olgae",1,FALSE,317231,"Bignoniaceae","Incarvillea","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",317231,"Incarvillea olgae",NA,"No Relations",68.6901547143355,38.943504650991,4358.09820561959
"Ixiolirion tataricum",1,FALSE,279452,"Ixioliriaceae","Ixiolirion","Perennial","Non-Woody","Non-Woody","Perennial",3,2548.12763680141,"Accepted",279452,"Ixiolirion tataricum",NA,"No Relations",57.4280251547356,35.2348906395343,4052.22582045516
"Jacaranda mimosifolia",5,FALSE,317311,"Bignoniaceae","Jacaranda","Perennial","Woody","Woody","Perennial",102,230241.977634955,"Accepted",317311,"Jacaranda mimosifolia",NA,"No Relations",-63.146981825016,-23.151090241968,11532.6821974374
"Limnanthes alba",1,FALSE,2347442,"Limnanthaceae","Limnanthes","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"No Relations",-120.097445227627,40.6735468812484,8209.38081702886
"Limnanthes douglasii",2,FALSE,2347431,"Limnanthaceae","Limnanthes","Annual","Non-Woody","Non-Woody","Annual",211,319550.251506752,"Accepted",2347431,"Limnanthes douglasii",1870,"No Relations",-120.097445227627,40.6735468812484,8209.38081702886
"Liquidambar orientalis",9,FALSE,500214,"Altingiaceae","Liquidambar","Perennial","Woody","Woody","Perennial",11,19579.3931798464,"Accepted",500214,"Liquidambar orientalis",NA,"No Relations",31.113132309451,38.4183286646621,2562.17622210763
"Liquidambar styraciflua",1,FALSE,500221,"Altingiaceae","Liquidambar","Perennial","Woody","Woody","Perennial",330,685481.398549601,"Accepted",500221,"Liquidambar styraciflua",1895,"No Relations",-88.2956309677517,29.5862585805428,7947.35826872797
"Liriodendron tulipifera",8,FALSE,113859,"Magnoliaceae","Liriodendron","Perennial","Woody","Woody","Perennial",475,904907.287270776,"Accepted",113859,"Liriodendron tulipifera",1794,"No Relations",-81.6770681930788,38.4681829475293,6789.48424799098
"Loasa tricolor",1,FALSE,2353726,"Loasaceae","Loasa","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"No Relations",-69.0625637307094,-33.3536407992535,12796.6300376419
"Magnolia acuminata",1,FALSE,117423,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",18,34361.9053777095,"Accepted",117423,"Magnolia acuminata",NA,"No Relations",-84.1058716102223,37.3513764848945,7014.17800527895
"Magnolia cylindrica",1,FALSE,117531,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",114.48893267388,28.3015526462235,7869.31463487131
"Magnolia grandiflora",8,FALSE,117615,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",190,403529.856291344,"Accepted",117615,"Magnolia grandiflora",NA,"No Relations",-87.3976526135547,32.670819828235,7612.70044285585
"Magnolia kobus",4,FALSE,117662,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",21,39016.5374127457,"Accepted",117662,"Magnolia kobus",NA,"No Relations",132.838731139787,38.2590094247754,7805.09508234546
"Magnolia liliiflora",1,FALSE,117687,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",29,54536.900784832,"Accepted",117687,"Magnolia liliiflora",NA,"No Relations",109.583510487924,28.4712839720955,7590.7314821623
"Magnolia macrophylla",1,FALSE,117698,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",1,1320.23412244896,"Accepted",117698,"Magnolia macrophylla",NA,"No Relations",-85.2593033694129,35.0117650497376,7287.01406864408
"Magnolia stellata",4,FALSE,117853,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",87,164228.646146462,"Accepted",117853,"Magnolia stellata",NA,"No Relations",138.214120033694,37.9061166876332,8060.8168110573
"Magnolia virginiana",1,FALSE,117883,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",3,8319.02302805781,"Accepted",117883,"Magnolia virginiana",NA,"No Relations",-82.1117225860086,35.3895836218011,7090.59618673223
"Magnolia × soulangeana",4,FALSE,117840,"Magnoliaceae","Magnolia","Perennial","Woody","Woody","Perennial",120,223906.245624014,"Accepted",117840,"Magnolia × soulangeana",NA,"No Relations",104.678088301968,28.6410152979675,7306.18986754318
"Manilkara zapota",1,FALSE,120271,"Sapotaceae","Manilkara","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-91.2665802933745,16.2291214863563,9373.85559532538
"Melia azedarach",15,FALSE,2505106,"Meliaceae","Melia","Perennial","Woody","Woody","Perennial",433,958032.515589601,"Accepted",2505106,"Melia azedarach",1911,"No Relations",109.02772605228,10.3772270693255,9254.67859842063
"Mentzelia lindleyi",1,FALSE,2375406,"Loasaceae","Mentzelia","Annual","Non-Woody","Non-Woody","Annual",1,1572.9149475256,"Accepted",2375406,"Mentzelia lindleyi",NA,"No Relations",-119.657166648558,37.374147582182,8534.10591876717
"Musa acuminata",13,FALSE,254739,"Musaceae","Musa","Perennial","Woody","Woody","Perennial",21,40332.2232350076,"Accepted",254739,"Musa acuminata",1913,"No Relations",103.209498509869,11.1223874618862,8852.29581556073
"Musa textilis",1,FALSE,255018,"Musaceae","Musa","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",122.856349134862,11.8265267686347,9882.1632043429
"Musa × paradisiaca",4,FALSE,254888,"Musaceae","Musa","Perennial",NA,"Woody","Perennial",17,33653.4167620816,"Accepted",254888,"Musa × paradisiaca",NA,"No Relations",112.516920941631,7.92887115760671,9684.36851574271
"Nasa triphylla",2,FALSE,2378771,"Loasaceae","Nasa",NA,"Non-Woody","Non-Woody",NA,2,4819.16579743686,"Accepted",2378771,"Nasa triphylla",NA,"No Relations",-73.000329747353,0.0890022028468612,9883.09224777125
"Opuntia cochenillifera",2,FALSE,2393233,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-97.8763026562557,20.3789796526853,9314.30784599226
"Opuntia ficus-indica",10,FALSE,2391911,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",390,781624.476820672,"Accepted",2391911,"Opuntia ficus-indica",1834,"No Relations",-100.731450404404,18.877333232267,9602.16251968968
"Opuntia humifusa",1,FALSE,2392007,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",191,434954.650988416,"Accepted",2392007,"Opuntia humifusa",1933,"No Relations",-79.8631995815404,38.263107851343,6714.54457614674
"Opuntia leucotricha",1,FALSE,2391696,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",34,67869.206021023,"Accepted",2391696,"Opuntia leucotricha",NA,"No Relations",-105.083920574758,24.4696800158089,9257.62173175459
"Opuntia microdasys",1,FALSE,2391685,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",114,255729.535837489,"Accepted",2391685,"Opuntia microdasys",NA,"No Relations",-102.917138546383,23.2017932345577,9282.5015548465
"Opuntia stricta",1,FALSE,2391898,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",128,223934.248984126,"Accepted",2391898,"Opuntia stricta",1901,"No Relations",-91.5395216480679,26.9385131384327,8363.55173519798
"Opuntia tomentosa",1,FALSE,2392494,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",10,21101.6258957208,"Accepted",2392494,"Opuntia tomentosa",NA,"No Relations",-98.1756180919738,20.3530009323759,9331.75524603646
"Opuntia tuna",1,FALSE,2392489,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",25,56172.1428826589,"Accepted",2392489,"Opuntia tuna",1874,"No Relations",-93.6230773390489,20.182413565357,9117.38030724213
"Opuntia × occidentalis",1,FALSE,2391832,"Cactaceae","Opuntia","Perennial","Woody","Woody","Perennial",1,2467.86326427235,"Accepted",2391832,"Opuntia × occidentalis",NA,"No Relations",-115.53702277376,32.9768083994527,8838.21589267798
"Pachycereus pringlei",1,FALSE,2414408,"Cactaceae","Pachycereus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-107.260155659935,27.2658534075799,9077.29798937514
"Passiflora caerulea",5,FALSE,2559649,"Passifloraceae","Passiflora","Perennial",NA,"Woody","Perennial",543,1192850.5546588,"Accepted",2559649,"Passiflora caerulea",1981,"No Relations",-55.750968080074,-22.6415134366682,11098.2433977541
"Passiflora edulis",12,FALSE,2559735,"Passifloraceae","Passiflora","Perennial",NA,"Woody","Perennial",23,36472.2038335262,"Accepted",2559735,"Passiflora edulis",1994,"No Relations",-52.2450266086031,-21.2862752065798,10790.5798375781
"Passiflora laurifolia",1,FALSE,2560534,"Passifloraceae","Passiflora","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-53.9395707217286,10.3393042085719,7825.63178180237
"Passiflora loefgrenii",1,FALSE,2560558,"Passifloraceae","Passiflora","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-48.889125514631,-23.7199362547485,10863.9141189426
"Passiflora tripartita var. mollissima",1,FALSE,2562949,"Passifloraceae","Passiflora","Perennial",NA,"Woody","Perennial",1,2619.04709970009,"Accepted",2562949,"Passiflora tripartita var. mollissima",NA,"No Relations",-74.4221027524081,1.77252508878751,9805.38237694683
"Paulownia tomentosa",6,FALSE,2542391,"Paulowniaceae","Paulownia","Perennial","Woody","Woody","Perennial",904,1802227.54107394,"Accepted",2542391,"Paulownia tomentosa",1870,"No Relations",116.517363130582,35.832209784031,7275.06490166464
"Peperomia stolonifera",1,FALSE,2558927,"Piperaceae","Peperomia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Relations",-73.0774610815318,3.92089196919712,9524.74688203137
"Philadelphus coronarius",23,FALSE,2530174,"Hydrangeaceae","Philadelphus","Perennial","Woody","Woody","Perennial",1655,3135315.32883714,"Accepted",2530174,"Philadelphus coronarius",1805,"No Relations",41.2733422374216,41.4835691037231,2669.44073920453
"Philadelphus pubescens",1,FALSE,2530059,"Hydrangeaceae","Philadelphus","Perennial","Woody","Woody","Perennial",77,109411.4569603,"Accepted",2530059,"Philadelphus pubescens",1890,"No Relations",-90.5433468421685,34.3260078660172,7615.32095528545
"Phytolacca americana",9,FALSE,2562777,"Phytolaccaceae","Phytolacca","Perennial","Non-Woody","Non-Woody","Perennial",1141,2347936.96618514,"Accepted",2562777,"Phytolacca americana",17,"No Relations",-87.6379477962898,37.6968722724578,7159.00921280289
"Phytolacca dioica",3,FALSE,2562822,"Phytolaccaceae","Phytolacca","Perennial","Woody","Woody","Perennial",136,271376.132006629,"Accepted",2562822,"Phytolacca dioica",1990,"No Relations",-60.1557105030681,-17.8823562766835,10871.9730271279
"Pittosporum coriaceum",2,FALSE,2570922,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-16.9468844916308,32.7675103174201,3756.68423610482
"Pittosporum crassifolium",1,FALSE,2570918,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",13,13573.0757506607,"Accepted",2570918,"Pittosporum crassifolium",1939,"No Relations",-1.09050407701513,-33.9533752549438,10408.7029349218
"Pittosporum heterophyllum",1,FALSE,2561718,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",5,10875.111405203,"Accepted",2561718,"Pittosporum heterophyllum",NA,"No Relations",96.3751867290975,30.2113000106157,6698.79383820995
"Pittosporum omeiense",1,FALSE,2571640,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",104.678088301968,28.6410152979675,7306.18986754318
"Pittosporum tenuifolium",1,FALSE,2571735,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",125,197658.909220815,"Accepted",2571735,"Pittosporum tenuifolium",1958,"No Relations",173.085967034155,-41.35443922338,17522.5103182432
"Pittosporum tobira",26,FALSE,2571780,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",696,1488745.89297158,"Accepted",2571780,"Pittosporum tobira",1993,"No Relations",123.926532556566,28.5750102546542,8327.09181569967
"Pittosporum undulatum",2,FALSE,2571766,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",57,100277.80823831,"Accepted",2571766,"Pittosporum undulatum",1971,"No Relations",145.631866766586,-33.4586285105007,15423.4996204329
"Podranea ricasoliana",4,FALSE,317844,"Bignoniaceae","Podranea","Perennial",NA,NA,"Perennial",62,112547.304243659,"Accepted",317844,"Podranea ricasoliana",2001,"No Relations",30.1746307878887,-20.762062286904,8948.68303976032
"Pyrostegia venusta",1,FALSE,317830,"Bignoniaceae","Pyrostegia","Perennial","Woody","Woody","Perennial",10,17459.7504778516,"Accepted",317830,"Pyrostegia venusta",NA,"No Relations",-73.8377968958555,1.14104570724022,9831.59175892086
"Ravenala madagascariensis",2,FALSE,260806,"Strelitziaceae","Ravenala","Perennial","Woody","Woody","Perennial",2,5047.39544306292,"Accepted",260806,"Ravenala madagascariensis",NA,"No Relations",46.6869424107267,-19.4688379104024,9166.87400858879
"Sarracenia purpurea",1,FALSE,2582892,"Sarraceniaceae","Sarracenia","Perennial","Non-Woody","Non-Woody","Perennial",169,294757.804787697,"Accepted",2582892,"Sarracenia purpurea",1904,"No Relations",-83.9171254869721,46.2812240101642,6206.34213066323
"Scyphanthus stenocarpus",1,FALSE,2598720,"Loasaceae","Scyphanthus","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"No Relations",-71.5232778858527,-35.1143158820241,13086.7997534046
"Sesamum indicum",13,FALSE,2588550,"Pedaliaceae","Sesamum","Annual","Non-Woody","Non-Woody","Annual",31,58637.7107745255,"Accepted",2588550,"Sesamum indicum",2004,"No Relations",84.5359259214951,26.179321891472,6384.0628937329
