"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status","mean_longitude","mean_latitude","distance_to_europe_center"
"Thamnocalamus spathiflorus",1,FALSE,446354,"Poaceae","Thamnocalamus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",85.3890770780198,30.3097683613432,6062.07434691187
"Thelesperma burridgeanum",1,FALSE,3117058,"Asteraceae","Thelesperma","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",3117058,"Thelesperma burridgeanum",NA,"Family in Europe, Genus not",-101.237634433727,28.7630579278249,8658.98014020829
"Themeda triandra",1,FALSE,446468,"Poaceae","Themeda","Perennial","Non-Woody","Non-Woody","Perennial",3,9946.01827419964,"Accepted",446468,"Themeda triandra",NA,"Family in Europe, Genus not",63.5178733692365,5.56927601930635,7219.7807609722
"Thladiantha dubia",1,FALSE,2434726,"Cucurbitaceae","Thladiantha","Perennial","Non-Woody","Non-Woody","Perennial",325,600749.252182669,"Accepted",2434726,"Thladiantha dubia",1875,"Family in Europe, Genus not",124.606694035186,43.2549324397892,6971.84816261144
"Thrinax radiata",1,FALSE,203987,"Arecaceae","Thrinax","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-81.2950716057191,19.5203880960534,8519.25326521094
"Thuja occidentalis",40,FALSE,378542,"Cupressaceae","Thuja","Perennial","Woody","Woody","Perennial",782,1305958.96845144,"Accepted",378542,"Thuja occidentalis",1731,"Family in Europe, Genus not",-78.5531973086211,43.0233660736401,6227.03250375147
"Thuja plicata",17,FALSE,378546,"Cupressaceae","Thuja","Perennial","Woody","Woody","Perennial",576,1029524.82443971,"Accepted",378546,"Thuja plicata",1600,"Family in Europe, Genus not",-122.129708257222,49.5022563463626,7362.96443893387
"Thujopsis dolabrata",5,FALSE,378641,"Cupressaceae","Thujopsis","Perennial","Woody","Woody","Perennial",76,115018.168513491,"Accepted",378641,"Thujopsis dolabrata",NA,"Family in Europe, Genus not",138.214120033694,37.9061166876332,8060.8168110573
"Thunbergia alata",1,FALSE,2436501,"Acanthaceae","Thunbergia","Perennial",NA,"Non-Woody","Perennial",97,167758.109071913,"Accepted",2436501,"Thunbergia alata",1680,"Family in Europe, Genus not",23.8469107201082,-2.76276594086641,6892.63141863431
"Thunbergia battiscombei",1,FALSE,2436442,"Acanthaceae","Thunbergia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",32.7224003614068,4.32079037789841,6254.45860497235
"Thunbergia gregorii",1,FALSE,2436156,"Acanthaceae","Thunbergia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",33.0382698366404,-0.347142152572858,6768.14090753308
"Thymophylla tenuiloba",1,FALSE,3118778,"Asteraceae","Thymophylla",NA,"Non-Woody","Non-Woody",NA,2,5699.35682300516,"Accepted",3118778,"Thymophylla tenuiloba",NA,"Family in Europe, Genus not",-90.6299096568306,30.976697162249,7934.75436857712
"Thyrsostachys siamensis",1,FALSE,446587,"Poaceae","Thyrsostachys","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",102.857878722257,18.8620137880582,8106.80766481942
"Tiarella cordifolia",2,FALSE,2520956,"Saxifragaceae","Tiarella","Perennial","Non-Woody","Non-Woody","Perennial",33,45982.3739367045,"Accepted",2520956,"Tiarella cordifolia",1827,"Family in Europe, Genus not",-79.8716153723689,35.7489836975682,6941.09006160004
"Tiarella wherryi",1,FALSE,2520734,"Saxifragaceae","Tiarella",NA,"Non-Woody","Non-Woody","Perennial",1,2288.06357265257,"Accepted",2520734,"Tiarella wherryi",NA,"Family in Europe, Genus not",-86.3156105231212,34.3337560303437,7403.29848406304
"Tipuana tipu",2,FALSE,2443477,"Fabaceae","Tipuana","Perennial","Woody","Woody","Perennial",75,176192.014683922,"Accepted",2443477,"Tipuana tipu",NA,"Family in Europe, Genus not",-60.1338492681846,-27.9112877347129,11825.1654524896
"Todaroa aurea",1,FALSE,2435729,"Apiaceae","Todaroa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-15.6754686626662,28.3400533609037,4135.12462660314
"Tolmiea menziesii",1,FALSE,2520732,"Saxifragaceae","Tolmiea","Perennial","Non-Woody","Non-Woody","Perennial",125,174239.817642014,"Accepted",2520732,"Tolmiea menziesii",1916,"Family in Europe, Genus not",-129.628073648834,52.9015389825697,7197.28226032367
"Torenia fournieri",1,FALSE,2519899,"Linderniaceae","Torenia","Annual","Non-Woody","Non-Woody","Annual",2,5915.13861762129,"Accepted",2519899,"Torenia fournieri",NA,"Family in Europe, Genus not",102.748623701861,21.0874755084822,7893.65700380475
"Trachelanthus foliosus",1,FALSE,2437739,"Boraginaceae","Trachelanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",NA,NA,NA
"Trachelospermum jasminoides",4,FALSE,207106,"Apocynaceae","Trachelospermum","Perennial","Woody","Woody","Perennial",104,217645.118183171,"Accepted",207106,"Trachelospermum jasminoides",NA,"Family in Europe, Genus not",113.259040048964,29.1736885536259,7722.9530936544
"Trachycarpus fortunei",4,FALSE,207159,"Arecaceae","Trachycarpus","Perennial","Woody","Woody","Perennial",259,517274.449594733,"Accepted",207159,"Trachycarpus fortunei",1828,"Family in Europe, Genus not",100.592105313756,24.9539477163557,7414.67733447946
"Trachycarpus martianus",4,FALSE,207163,"Arecaceae","Trachycarpus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",93.52457342651,25.8879308768401,6926.68269259818
"Traganum moquinii",3,FALSE,2431709,"Amaranthaceae","Traganum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-13.8989167171898,24.2667062774878,4473.64042104991
"Traganum nudatum",1,FALSE,2431778,"Amaranthaceae","Traganum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",23.4474237564162,28.5717693102479,3442.4601751684
"Trichocentrum cavendishianum",1,FALSE,208038,"Orchidaceae","Trichocentrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-93.1598143688724,17.1726730771806,9383.12334396917
"Tridentopsis mutica",10,FALSE,493482,"Poaceae","Tridentopsis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-104.146043359157,34.9005633275403,8188.43586419516
"Tsuga canadensis",7,FALSE,379363,"Pinaceae","Tsuga","Perennial","Woody","Woody","Perennial",213,384722.987934753,"Accepted",379363,"Tsuga canadensis",1828,"Family in Europe, Genus not",-78.0556934286568,41.6300755131487,6323.26628154823
"Tsuga caroliniana",1,FALSE,379383,"Pinaceae","Tsuga","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-81.7801001404641,35.1095473019519,7098.86637327445
"Tsuga heterophylla",3,FALSE,379395,"Pinaceae","Tsuga","Perennial","Woody","Woody","Perennial",413,639953.029097745,"Accepted",379395,"Tsuga heterophylla",1805,"Family in Europe, Genus not",-122.129708257222,49.5022563463626,7362.96443893387
"Tulbaghia violacea",2,FALSE,289698,"Amaryllidaceae","Tulbaghia","Perennial","Non-Woody","Non-Woody","Perennial",61,127638.870653009,"Accepted",289698,"Tulbaghia violacea",NA,"Family in Europe, Genus not",26.6323613676787,-29.8436154224421,9904.30767756759
"Turanecio eriospermus",1,FALSE,3086833,"Asteraceae","Turanecio","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",39.5996395326119,36.0732451693528,3112.42505491097
"Urochloa mutica",1,FALSE,449511,"Poaceae","Urochloa","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,1949,"Family in Europe, Genus not",9.54690061416281,14.053460510429,5008.89698020079
"Ursinia anthemoides",1,FALSE,3106953,"Asteraceae","Ursinia","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",3106953,"Ursinia anthemoides",NA,"Family in Europe, Genus not",22.5448099108385,-30.9647161334435,9994.25705933138
"Ursinia cakilefolia",1,FALSE,3106973,"Asteraceae","Ursinia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",22.5448099108385,-30.9647161334435,9994.25705933138
"Ursinia calenduliflora",1,FALSE,3106979,"Asteraceae","Ursinia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",22.5448099108385,-30.9647161334435,9994.25705933138
"Ursinia speciosa",1,FALSE,3107099,"Asteraceae","Ursinia","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",3107099,"Ursinia speciosa",NA,"Family in Europe, Genus not",19.8142668967149,-26.6567684650671,9502.71491839485
"Vachellia farnesiana",9,FALSE,2452405,"Fabaceae","Vachellia","Perennial","Woody","Woody","Perennial",45,93236.3672186341,"Accepted",2452405,"Vachellia farnesiana",NA,"Family in Europe, Genus not",-77.5293907686813,11.7495630421234,9039.88155372218
"Vachellia karroo",11,FALSE,2609116,"Fabaceae","Vachellia","Perennial","Woody","Woody","Perennial",61,114353.775012006,"Accepted",2609116,"Vachellia karroo",1954,"Family in Europe, Genus not",26.9378888544808,-21.9847894049923,9041.81066117465
"Vachellia nilotica",7,FALSE,2609117,"Fabaceae","Vachellia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",31.6378578691849,8.63421982280344,5763.37964003242
"Vachellia seyal",1,FALSE,2609118,"Fabaceae","Vachellia","Perennial","Woody","Woody","Perennial",1,2467.86326427235,"Accepted",2609118,"Vachellia seyal",NA,"Family in Europe, Genus not",19.9888900596686,9.34320607448212,5525.63887704027
"Vachellia tortilis",9,FALSE,2609119,"Fabaceae","Vachellia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",25.2825856262811,5.86771881825421,5959.52663428712
"Vachellia tortilis subsp. raddiana",5,FALSE,2999199,"Fabaceae","Vachellia",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",18.0008692002036,19.1617173535222,4429.77193089687
"Veitchia joannis",1,FALSE,212033,"Arecaceae","Veitchia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",160.787685348146,-17.4680856649496,14626.8807467671
"Verbesina encelioides",2,FALSE,3124149,"Asteraceae","Verbesina","Annual","Non-Woody","Non-Woody","Annual",90,201627.615546511,"Accepted",3124149,"Verbesina encelioides",1933,"Family in Europe, Genus not",-87.5481198771187,22.2939649109494,8597.12190292485
"Vesalea floribunda",1,FALSE,2456158,"Caprifoliaceae","Vesalea","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-96.5695202150924,18.9856651662475,9383.83696451368
"Vickifunkia sibirica",1,FALSE,3309702,"Asteraceae","Vickifunkia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",80.9244067902848,49.2745118607904,4252.56497304582
"Vigna radiata",4,FALSE,2451337,"Fabaceae","Vigna","Perennial","Non-Woody","Non-Woody","Perennial",7,14876.5429749031,"Accepted",2451337,"Vigna radiata",1873,"Family in Europe, Genus not",105.398869085669,8.02689828937922,9269.76989614653
"Vigna unguiculata",9,FALSE,2452871,"Fabaceae","Vigna","Annual","Non-Woody","Non-Woody","Annual",12,27849.6125738163,"Accepted",2452871,"Vigna unguiculata",NA,"Family in Europe, Genus not",14.82692782101,-1.46823133084721,6705.03537136927
"Washingtonia filifera",7,FALSE,214250,"Arecaceae","Washingtonia","Perennial","Woody","Woody","Perennial",40,65057.0863448196,"Accepted",214250,"Washingtonia filifera",NA,"Family in Europe, Genus not",-114.244563223406,33.4309909565847,8743.55471544549
"Washingtonia filifera var. robusta",8,FALSE,214252,"Arecaceae","Washingtonia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,2011,"Family in Europe, Genus not",-111.416878898962,28.5794692167234,9121.84251914685
"Weigela floribunda",2,FALSE,2466672,"Caprifoliaceae","Weigela",NA,NA,"Woody","Perennial",18,27936.9932876759,"Accepted",2466672,"Weigela floribunda",1978,"Family in Europe, Genus not",138.214120033694,37.9061166876332,8060.8168110573
"Weigela florida",8,FALSE,2466673,"Caprifoliaceae","Weigela","Perennial","Woody","Woody","Perennial",229,390871.662091115,"Accepted",2466673,"Weigela florida",1841,"Family in Europe, Genus not",123.546293623193,39.6921599192808,7256.09561043811
"Weniomeles bodinieri",3,FALSE,3309907,"Rosaceae","Weniomeles","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",108.719523450781,27.8263737025105,7603.2167917154
"Wigandia urens",4,FALSE,2466279,"Boraginaceae","Wigandia","Perennial","Woody","Woody","Perennial",16,26100.2243373189,"Accepted",2466279,"Wigandia urens",1944,"Family in Europe, Genus not",-86.9270376832454,13.6465106706205,9386.19171902612
"Wissadula amplissima",1,FALSE,2465150,"Malvaceae","Wissadula","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-40.0172947480327,8.46569973457523,7254.54805555186
"Wisteria floribunda",5,FALSE,2466437,"Fabaceae","Wisteria","Perennial",NA,"Woody","Perennial",47,96613.8960652334,"Accepted",2466437,"Wisteria floribunda",NA,"Family in Europe, Genus not",138.214120033694,37.9061166876332,8060.8168110573
"Wisteria sinensis",16,FALSE,2465133,"Fabaceae","Wisteria","Perennial","Woody","Woody","Perennial",403,854247.16042298,"Accepted",2465133,"Wisteria sinensis",2010,"Family in Europe, Genus not",109.53258645713,31.4963720370468,7309.94436643726
"Xanthoceras sorbifolium",2,FALSE,2467608,"Sapindaceae","Xanthoceras","Perennial","Woody","Woody","Perennial",1,603.478160117519,"Accepted",2467608,"Xanthoceras sorbifolium",1988,"Family in Europe, Genus not",116.333708730394,37.1663443595069,7143.11110625123
"Xerochrysum bracteatum",8,FALSE,3089505,"Asteraceae","Xerochrysum","Annual","Non-Woody","Non-Woody","Annual",116,213435.541014101,"Accepted",3089505,"Xerochrysum bracteatum",1661,"Family in Europe, Genus not",0.675577419834205,28.0128229726728,3614.94799997229
"Xerochrysum macranthum",1,FALSE,3089504,"Asteraceae","Xerochrysum",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",122.128257029599,-25.7630820094268,13399.3963829639
"Yucca aloifolia",4,FALSE,291591,"Asparagaceae","Yucca","Perennial","Woody","Woody","Perennial",73,144678.783078258,"Accepted",291591,"Yucca aloifolia",1896,"Family in Europe, Genus not",-87.4281095483606,28.9219234869964,7965.06472738137
"Yucca filamentosa",10,FALSE,291765,"Asparagaceae","Yucca","Perennial","Non-Woody","Non-Woody","Perennial",311,639778.75191672,"Accepted",291765,"Yucca filamentosa",1890,"Family in Europe, Genus not",-83.394516547492,34.421344454438,7245.54073104667
"Yucca gigantea",3,FALSE,291761,"Asparagaceae","Yucca","Perennial","Woody","Woody","Perennial",50,102233.374136505,"Accepted",291761,"Yucca gigantea",NA,"Family in Europe, Genus not",-90.126840983805,15.5018460746011,9382.66573823777
"Yucca glauca",4,FALSE,291785,"Asparagaceae","Yucca","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-101.931501759714,41.4405720731873,7459.37059589432
"Yucca gloriosa",6,FALSE,291793,"Asparagaceae","Yucca","Perennial","Woody","Woody","Perennial",419,834870.42331126,"Accepted",291793,"Yucca gloriosa",1982,"Family in Europe, Genus not",-84.9666488000689,32.5064517695602,7503.3222208931
"Zantedeschia aethiopica",2,FALSE,215527,"Araceae","Zantedeschia","Perennial","Non-Woody","Non-Woody","Perennial",605,1224156.30617409,"Accepted",215527,"Zantedeschia aethiopica",1927,"Family in Europe, Genus not",27.9876995189036,-28.2914096359849,9747.88571727235
"Zanthoxylum americanum",3,FALSE,2470763,"Rutaceae","Zanthoxylum","Perennial","Woody","Woody","Perennial",1,2480.4891350864,"Accepted",2470763,"Zanthoxylum americanum",NA,"Family in Europe, Genus not",-84.1324763781462,39.7797477416213,6795.3064635641
"Zanthoxylum bungeanum",3,FALSE,2469335,"Rutaceae","Zanthoxylum","Perennial","Woody","Woody","Perennial",2,5011.42255606854,"Accepted",2469335,"Zanthoxylum bungeanum",NA,"Family in Europe, Genus not",101.538926225547,34.9813645197235,6561.90886048978
"Zea mays",138,FALSE,450362,"Poaceae","Zea","Annual","Non-Woody","Non-Woody","Annual",1654,3184210.12427515,"Accepted",450362,"Zea mays",1785,"Family in Europe, Genus not",-96.5577477353978,17.9074810682512,9487.82201375731
"Zea mexicana",2,FALSE,450400,"Poaceae","Zea",NA,"Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-100.806992476549,21.3213316074831,9366.46054255974
"Zea perennis",1,FALSE,450409,"Poaceae","Zea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",-100.731450404404,18.877333232267,9602.16251968968
"Zilla spinosa",4,FALSE,2470433,"Brassicaceae","Zilla","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",26.0814099371693,25.4823456146032,3822.64297078639
"Zinnia angustifolia",1,FALSE,3124687,"Asteraceae","Zinnia","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",3124687,"Zinnia angustifolia",1948,"Family in Europe, Genus not",-103.459464082152,23.1358660097932,9314.3935276398
"Zinnia elegans",8,FALSE,3124749,"Asteraceae","Zinnia","Annual","Non-Woody","Non-Woody","Annual",448,894956.801238339,"Accepted",3124749,"Zinnia elegans",2017,"Family in Europe, Genus not",-94.5777601715445,18.6188890476184,9317.39311226577
"Zinnia haageana",2,FALSE,3124707,"Asteraceae","Zinnia","Annual","Non-Woody","Non-Woody","Annual",38,87242.6325221601,"Accepted",3124707,"Zinnia haageana",2004,"Family in Europe, Genus not",-100.806992476549,21.3213316074831,9366.46054255974
"Zizania latifolia",1,FALSE,450610,"Poaceae","Zizania","Perennial","Non-Woody","Non-Woody","Perennial",46,97908.9647223826,"Accepted",450610,"Zizania latifolia",1777,"Family in Europe, Genus not",119.533721821538,37.6635894842579,7254.79051369475
"Zoegea leptaurea",1,FALSE,3046080,"Asteraceae","Zoegea","Annual","Non-Woody","Non-Woody","Annual",1,3186.8968903514,"Accepted",3046080,"Zoegea leptaurea",NA,"Family in Europe, Genus not",45.7081924319461,34.1882585087163,3562.78900887139
"Zosima absinthiifolia",2,FALSE,2468775,"Apiaceae","Zosima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not",47.6415762957092,35.3047473961704,3547.17701552261
"× Sorbaronia sorbifolia",1,FALSE,2991327,"Rosaceae","Sorbaronia",NA,NA,NA,NA,1,1630.70341355048,"Accepted",2991327,"× Sorbaronia sorbifolia",NA,"Family in Europe, Genus not",-70.5163352591668,43.8407928636526,5741.15874960665
"Acorus calamus",8,FALSE,2304,"Acoraceae","Acorus","Perennial","Non-Woody","Non-Woody","Perennial",1185,1996621.96628685,"Accepted",2304,"Acorus calamus",1500,"No Relations",22.376563547784,38.7309986577566,2314.75634688059
"Acorus gramineus",1,FALSE,2322,"Acoraceae","Acorus","Perennial","Non-Woody","Non-Woody","Perennial",6,12664.6407186391,"Accepted",2322,"Acorus gramineus",1977,"No Relations",108.083146803212,28.0192650855448,7550.6613243973
"Actinidia chinensis",8,FALSE,2620644,"Actinidiaceae","Actinidia","Perennial","Woody","Woody","Perennial",178,326186.962061666,"Accepted",2620644,"Actinidia chinensis",1972,"No Relations",112.389645532724,29.5610608440129,7640.81454115477
"Actinidia chinensis var. deliciosa",8,FALSE,2874080,"Actinidiaceae","Actinidia","Perennial","Woody","Woody","Perennial",10,19424.5244545877,"Accepted",2874080,"Actinidia chinensis var. deliciosa",2000,"No Relations",109.53258645713,31.4963720370468,7309.94436643726
"Ailanthus altissima",18,FALSE,2626815,"Simaroubaceae","Ailanthus","Perennial","Woody","Woody","Perennial",1581,3237152.44765931,"Accepted",2626815,"Ailanthus altissima",1786,"No Relations",107.932540157196,35.2082384818836,6887.39288354972
"Akebia quinata",2,FALSE,517411,"Lardizabalaceae","Akebia","Perennial","Woody","Woody","Perennial",144,252470.540464013,"Accepted",517411,"Akebia quinata",1836,"No Relations",118.855044330193,34.2014269921382,7543.35835708672
"Akebia trifoliata",1,FALSE,517421,"Lardizabalaceae","Akebia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",117.554540432918,31.2300720127369,7755.22729774783
"Alpinia zerumbet",1,FALSE,219119,"Zingiberaceae","Alpinia","Perennial","Non-Woody","Non-Woody","Perennial",2,4458.89441967584,"Accepted",219119,"Alpinia zerumbet",NA,"No Relations",109.208601363494,21.2311117644246,8243.09282111401
"Ananas comosus",4,FALSE,219669,"Bromeliaceae","Ananas","Perennial","Non-Woody","Non-Woody","Perennial",1,2575.08951463163,"Accepted",219669,"Ananas comosus",NA,"No Relations",-62.459578127105,-6.91042753437144,9949.14231413865
"Annona cherimola",5,FALSE,2640812,"Annonaceae","Annona","Perennial","Woody","Woody","Perennial",8,20814.3829673235,"Accepted",2640812,"Annona cherimola",NA,"No Relations",-72.6228254524142,-5.89117099778812,10427.7536398258
"Annona muricata",2,FALSE,2640944,"Annonaceae","Annona","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-75.3551962844861,6.26903842521519,9433.44002591324
"Araucaria columnaris",1,FALSE,14348,"Araucariaceae","Araucaria","Perennial","Woody","Woody","Perennial",2,4460.42487644686,"Accepted",14348,"Araucaria columnaris",NA,"No Relations",165.674829690832,-21.29814790962,15213.4046496971
"Araucaria heterophylla",1,FALSE,14360,"Araucariaceae","Araucaria","Perennial","Woody","Woody","Perennial",33,49293.4167659998,"Accepted",14360,"Araucaria heterophylla",NA,"No Relations",166.107222937898,-29.5663445856491,16071.3335353874
"Aucuba japonica",10,FALSE,17884,"Garryaceae","Aucuba","Perennial","Woody","Woody","Perennial",456,874068.833581796,"Accepted",17884,"Aucuba japonica",1844,"No Relations",125.568252204995,30.8720450441186,8187.38012832215
"Azadirachta indica",1,FALSE,2667002,"Meliaceae","Azadirachta","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",99.370072005114,19.1261490521659,7883.24615580442
"Basella alba",1,FALSE,360840,"Basellaceae","Basella","Perennial","Non-Woody","Non-Woody","Perennial",15,28969.0843301949,"Accepted",360840,"Basella alba",1901,"No Relations",107.410505642488,7.6120842617786,9424.09869717596
"Begonia dregei",1,FALSE,361464,"Begoniaceae","Begonia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",26.6323613676787,-29.8436154224421,9904.30767756759
"Begonia radicans",1,FALSE,362790,"Begoniaceae","Begonia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-48.889125514631,-23.7199362547485,10863.9141189426
"Begonia rex",1,FALSE,362827,"Begoniaceae","Begonia","Perennial","Non-Woody","Non-Woody","Perennial",2,6244.1567527384,"Accepted",362827,"Begonia rex",NA,"No Relations",94.0933214126688,24.8570767583927,7053.1549939829
"Begonia socotrana",1,FALSE,363053,"Begoniaceae","Begonia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"No Relations",53.7836237396264,12.4917161331217,6081.04130567102
"Brasiliopuntia brasiliensis",1,FALSE,2681944,"Cactaceae","Brasiliopuntia","Perennial","Woody","Woody","Perennial",5,11679.3156763677,"Accepted",2681944,"Brasiliopuntia brasiliensis",NA,"No Relations",-56.7748678908111,-19.12361085165,10812.570792248
"Caiophora cirsiifolia",1,FALSE,2690207,"Loasaceae","Caiophora","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA,"No Relations",-71.9000422176196,-16.6093413428637,11398.1089214123
"Calycanthus floridus",1,FALSE,382441,"Calycanthaceae","Calycanthus","Perennial","Woody","Woody","Perennial",6,10940.2301219433,"Accepted",382441,"Calycanthus floridus",NA,"No Relations",-82.8759118365672,35.1756110551168,7149.68749802939
"Camellia japonica",14,FALSE,2694618,"Theaceae","Camellia","Perennial","Woody","Woody","Perennial",99,173850.580812291,"Accepted",2694618,"Camellia japonica",NA,"No Relations",122.878666570086,31.9844622312571,7950.7618335144
"Camellia sinensis",5,FALSE,2694880,"Theaceae","Camellia","Perennial","Woody","Woody","Perennial",1,2388.18794295858,"Accepted",2694880,"Camellia sinensis",NA,"No Relations",102.470072169464,22.3623482209232,7759.75835185533
"Campsis grandiflora",3,FALSE,320344,"Bignoniaceae","Campsis","Perennial","Woody","Woody","Perennial",32,66782.9986253767,"Accepted",320344,"Campsis grandiflora",NA,"No Relations",120.711263701038,34.5847391669354,7599.30935015519
"Campsis radicans",7,FALSE,320348,"Bignoniaceae","Campsis","Perennial","Woody","Woody","Perennial",580,1190210.82236148,"Accepted",320348,"Campsis radicans",1983,"No Relations",-86.1945631796466,38.4733283873775,7016.48125826021
"Canna indica",9,FALSE,223906,"Cannaceae","Canna","Perennial","Non-Woody","Non-Woody","Perennial",207,402320.944382504,"Accepted",223906,"Canna indica",1989,"No Relations",-73.6914259887849,6.74671169657918,9292.79635773044
"Carica papaya",5,FALSE,2700919,"Caricaceae","Carica","Perennial","Woody","Woody","Perennial",4,10258.902226168,"Accepted",2700919,"Carica papaya",NA,"No Relations",-85.9000204805286,13.3899261131927,9354.1203928401
"Casuarina cunninghamiana",2,FALSE,382542,"Casuarinaceae","Casuarina","Perennial","Woody","Woody","Perennial",28,48603.2935642452,"Accepted",382542,"Casuarina cunninghamiana",NA,"No Relations",141.455039471587,-19.9780219389909,13947.1904133326
"Catalpa bignonioides",23,FALSE,320352,"Bignoniaceae","Catalpa","Perennial","Woody","Woody","Perennial",673,1325997.04205404,"Accepted",320352,"Catalpa bignonioides",1763,"No Relations",-86.6446417759766,33.3898536518697,7507.51126096202
"Catalpa ovata",2,FALSE,320398,"Bignoniaceae","Catalpa","Perennial","Woody","Woody","Perennial",56,99849.9327084898,"Accepted",320398,"Catalpa ovata",2007,"No Relations",107.210723881703,37.4234780829174,6650.73523056905
"Catalpa speciosa",5,FALSE,320410,"Bignoniaceae","Catalpa","Perennial","Woody","Woody","Perennial",27,54803.3113290594,"Accepted",320410,"Catalpa speciosa",NA,"No Relations",-87.4533558784392,38.6510352893434,7062.24912907512
"Cephalotaxus fortunei",1,FALSE,382734,"Cephalotaxaceae","Cephalotaxus","Perennial","Woody","Woody","Perennial",18,27859.7756308446,"Accepted",382734,"Cephalotaxus fortunei",NA,"No Relations",106.275970424233,28.9389990614711,7367.1087428154
"Cephalotaxus harringtonia",3,FALSE,382742,"Cephalotaxaceae","Cephalotaxus","Perennial","Woody","Woody","Perennial",12,21146.172764516,"Accepted",382742,"Cephalotaxus harringtonia",NA,"No Relations",117.854105836103,30.5664619372097,7832.70019447986
"Chamaecereus silvestrii",1,FALSE,2714604,"Cactaceae","Chamaecereus","Perennial",NA,NA,"Perennial",4,9929.59649453347,"Accepted",2714604,"Chamaecereus silvestrii",NA,"No Relations",-66.407156904903,-29.3851317046782,12290.533391834
