"species","tiles","area"
"Rubus gracilis",199,386921736895.269
"Rubus gratus",227,396999710523.218
"Rubus gremlii",56,130925304796.623
"Rubus hartmanii",10,10990830725.083
"Rubus henriquesii",34,93012112031.9238
"Rubus hirtus",412,841753130257.443
"Rubus idaeus",3603,5337563719444.96
"Rubus idaeus subsp. strigosus",3603,5337563719444.96
"Rubus longithyrsiger",22,43267345447.6498
"Rubus macrophyllus",300,587054906509.731
"Rubus montanus",278,561859197954.935
"Rubus nemophilus",34,95003281063.1214
"Rubus nemorosus",240,434310728767.772
"Rubus nigricans",362,636450670741.587
"Rubus occidentalis",125,227816371712.388
"Rubus odoratus",892,1311226015507.85
"Rubus pannosus",32,61927576546.5357
"Rubus parviflorus",33,52779272106.569
"Rubus perplexus",4,9193790270.56907
"Rubus persicus",3,6536156635.43806
"Rubus phoenicolasius",554,954639989977.887
"Rubus polonicus",966,1621074870979.59
"Rubus praecox",219,436526261595.554
"Rubus pyramidatus",4,9511564668.70259
"Rubus questieri",65,151519004877.045
"Rubus radula",338,581221317727.422
"Rubus rhombifolius",10,26410568136.943
"Rubus rudis",243,475023432869.789
"Rubus saxatilis",3249,4240148621300.44
"Rubus seebergensis",10,16903577356.2372
"Rubus serpens",46,103820903167.303
"Rubus silesiacus",11,14886222002.4822
"Rubus silvaticus",207,432313586045.636
"Rubus spectabilis",331,474091466021.816
"Rubus sprengelii",362,659458343967.104
"Rubus styriacus",3,8514547956.6899
"Rubus sulcatus",342,636264170563.117
"Rubus ulmifolius",1100,2238348187120.1
"Rubus umbrosus",301,537746225894.99
"Rubus ursinus",1,2388187942.95858
"Rubus vagabundus",18,55318360727.1486
"Rubus vatavensis",9,13507411108.4171
"Rubus vestitus",427,810019953293.075
"Rubus vigoi",45,121955780184.397
"Rubus wimmerianus",10,12640731152.0052
"Rudbeckia fulgida",630,1181241656828.85
"Rudbeckia hirta",969,1743103908926.41
"Rudbeckia laciniata",1473,2636827979843.03
"Rudbeckia nitida",7,16741426408.0356
"Ruellia elegans",1,3572224493.49669
"Rumex acetosa",3560,4955003401737.76
"Rumex acetosella",3716,5368451419325.38
"Rumex acetosella subsp. acetosella",3716,5368451419325.38
"Rumex acetosella subsp. acetoselloides",3716,5368451419325.38
"Rumex acetosella subsp. angiocarpus",3716,5368451419325.38
"Rumex alpinus",378,715591777068.004
"Rumex altissimus",2,3895950388.16888
"Rumex aquaticus",1522,2004029596213.33
"Rumex arifolius",279,542103740824.062
"Rumex britannica",9,19310769523.3455
"Rumex bucephalophorus",323,727329960857.694
"Rumex confertus",978,1664724675683.52
"Rumex conglomeratus",1145,2238750064987.46
"Rumex crispus",2971,4867286245645.43
"Rumex crispus subsp. uliginosus",2971,4867286245645.43
"Rumex cristatus",138,316010181575.131
"Rumex dentatus",37,75069334756.6047
"Rumex hydrolapathum",1436,2452706839118.72
"Rumex induratus",127,363949242783.615
"Rumex longifolius",1797,1986528603587.84
"Rumex lunaria",21,42342594208.9906
"Rumex maderensis",1,3684935767.02579
"Rumex maritimus",1163,1950440951915.45
"Rumex nivalis",32,52495711486.8544
"Rumex obtusifolius",2479,4267332956473.94
"Rumex obtusifolius subsp. subalpinus",2479,4267332956473.94
"Rumex palustris",547,1011587638310.51
"Rumex papillaris",78,235357406763.883
"Rumex patientia",581,1204714134682.18
"Rumex pseudonatronatus",380,523510621840.154
"Rumex pulcher",722,1615404387845.3
"Rumex pulcher subsp. woodsii",722,1615404387845.3
"Rumex roseus",73,202963237557.999
"Rumex rugosus",140,209377963389.083
"Rumex rupestris",61,89546303750.436
"Rumex sanguineus",1168,2142186603847.88
"Rumex scutatus",641,1397609855419.45
"Rumex scutatus subsp. scutatus",641,1397609855419.45
"Rumex spinosus",96,175435504169.973
"Rumex stenophyllus",266,462644340614.267
"Rumex suffruticosus",25,79186739467.9542
"Rumex thyrsiflorus",1567,2496676498327.74
"Rumex thyrsoides",56,117643665163.593
"Rumex triangulivalvis",112,194804055765.397
"Rumex tuberosus",32,42263000173.3267
"Rumex tuberosus subsp. turcomanicus",32,42263000173.3267
"Rumex vesicarius",7,14142607257.6063
"Rumex × acutus",23,41681760613.4124
"Rumex × heterophyllus",96,201928777921.599
"Rumex × hybridus",4,7456866137.86765
"Ruppia cirrhosa",330,346824675030.941
"Ruppia maritima",596,648219481207.411
"Ruscus aculeatus",1022,2167958839020.7
"Ruscus hypoglossum",119,252070480631.937
"Ruta angustifolia",234,549152904037.837
"Ruta chalepensis",275,569163737395.322
"Ruta corsica",8,11346292426.4639
"Ruta graveolens",666,1371010698103.01
"Ruta montana",206,585641154095.667
"Sabulina austriaca",29,54374256367.2314
"Sabulina tenuifolia subsp. tenuifolia",635,1462325854635.89
"Sabulina verna",314,605811081617.768
"Sabulina villarii",49,109861011778.848
"Saccharum officinarum",3,6973474524.61998
"Saccharum spontaneum",6,8542477661.21153
"Sagina apetala",974,1886343903767.62
"Sagina maritima",538,590982037012.09
"Sagina nivalis",417,264911029432.648
"Sagina nodosa",1545,1848636824883.81
"Sagina procumbens",3023,4147717575754.08
"Sagina saginoides",881,991808636818.038
"Sagina × media",49,49147937606.1655
"Sagittaria latifolia",393,773801862269.535
"Sagittaria montevidensis",5,9255965070.11598
"Sagittaria natans",243,238520587443.16
"Sagittaria sagittifolia",2031,3336958674110.74
"Sagittaria trifolia",5,11651256645.9826
"Salicornia europaea",258,317645369218.953
"Salicornia fruticosa",114,194117919821.547
"Salicornia perennans",186,305150979703.702
"Salicornia perennans subsp. perennans",12,13375068201.0061
"Salicornia perennis",128,195249417501.507
"Salicornia procumbens",240,313984720954.182
"Salicornia procumbens subsp. procumbens",240,313984720954.182
"Salix acutifolia",668,1073071293577.61
"Salix aegyptiaca",8,15165731993.9566
"Salix alba",2468,4432287916707.25
"Salix alpina",45,74537113078.3688
"Salix amplexicaulis",14,24961823657.6434
"Salix apennina",19,43001692300.3827
"Salix appendiculata",201,365993703801.182
"Salix arbuscula",270,241182686137.127
"Salix atrocinerea",742,1496960818060.74
"Salix aurita",2229,3215938502987.72
"Salix babylonica",659,1362090017317.53
"Salix bebbiana",260,193926947441.748
"Salix breviserrata",100,181823994033.195
"Salix caesia",69,115243859525.538
"Salix cantabrica",20,59194533464.4774
"Salix caprea",3509,5066786121028.21
"Salix cinerea",2728,4392716740633.06
"Salix daphnoides",551,870077727463.223
"Salix eleagnos",758,1616255125131.73
"Salix eriocephala",73,126913048412.088
"Salix euxina",755,1111499700979.38
"Salix foetida",34,49844348704.7581
"Salix glabra",50,85469434416.9026
"Salix glauca",1012,817121904256.233
"Salix glauca f. cordifolia",1012,817121904256.233
"Salix glauca var. villosa",1012,817121904256.233
"Salix gmelinii",619,931295669051.748
"Salix hastata",1127,1209523441679.23
"Salix hegetschweileri",21,34928542820.1579
"Salix helvetica",77,133318663505.611
"Salix herbacea",986,924044491779.165
"Salix integra",32,57334819032.7902
"Salix laggeri",53,94200266255.5215
"Salix lanata",811,645655044600.186
"Salix lapponum",1593,1603658165480.51
"Salix lasiolepis",2,1850361485.1889
"Salix mielichhoferi",13,19901169678.1638
"Salix myrsinifolia",2135,2597350019104.33
"Salix myrsinifolia subsp. borealis",2135,2597350019104.33
"Salix myrsinites",724,561623370902.21
"Salix myrtilloides",959,1004976701583.34
"Salix nigra",2,5825007716.57789
"Salix nummularia",46,26876192937.5249
"Salix pedicellata",39,115369587801.382
"Salix pentandra",2334,3199969136592.56
"Salix phylicifolia",1743,1635240234788.15
"Salix polaris",410,201535232218.546
"Salix pulchra",10,6864989034.73373
"Salix purpurea",1615,3074433777494.51
"Salix pyrenaica",23,48542942935.3797
"Salix repens",1430,2027412847127.17
"Salix reticulata",736,692767913684.558
"Salix retusa",140,256396656370.365
"Salix rosmarinifolia",671,1110568212479.99
"Salix salviifolia",122,332749879070.612
"Salix schwerinii",10,16373954842.3229
"Salix serpillifolia",93,156434605122.929
"Salix silesiaca",39,55571178201.7673
"Salix starkeana",839,1023890286106.17
"Salix triandra",1889,3352330843761.69
"Salix udensis",127,212936812313.699
"Salix viminalis",1917,3156260182972.88
"Salix waldsteiniana",60,99950949747.0891
"Salix × fragilis",1488,2725663157279.72
"Salix × hermaphroditica",18,33083319613.1587
"Salix × mollissima",134,255452689201.766
"Salix × pendulina nothof. pendulina",233,406418495192.388
"Salix × pendulina nothof. tristis",129,249722951548.673
"Salix × reichardtii",150,292650993733.072
"Salsola collina",132,235759648771.507
"Salsola divaricata",4608,7262557465315.84
"Salsola kali",851,1264422821238.4
"Salsola melitensis",2,370407328.726247
"Salsola tragus",539,983079128981.261
"Salsola webbii",6,16212766691.9206
"Salvia aethiopis",417,944993792244.787
"Salvia amplexicaulis",11,20309720552.4613
"Salvia argentea",159,408387625647.994
"Salvia austriaca",108,215056655509.21
"Salvia barrelieri",10,34981418519.3838
"Salvia canariensis",5,11734407010.2951
"Salvia candidissima",4,7200691948.56445
"Salvia coccinea",16,39329236100.1316
"Salvia dumetorum",257,459786650742.774
"Salvia farinacea",22,34279890929.3381
"Salvia fruticosa",154,300810427307.106
"Salvia glutinosa",752,1548713068702.92
"Salvia granatensis",3,6624790424.60769
"Salvia jordanii",5,13104109585.7918
"Salvia leucantha",7,15582883963.34
"Salvia nemorosa",1199,2264693573932.09
"Salvia nemorosa subsp. pseudosylvestris",283,525393919025.775
"Salvia nutans",293,586272619696.101
"Salvia officinalis",1332,2753200407052.75
"Salvia officinalis subsp. lavandulifolia",1332,2753200407052.75
"Salvia patens",4,9790388773.30016
"Salvia phlomoides",24,85554053282.3102
"Salvia pratensis",1525,3064014928112.2
"Salvia reflexa",74,120713969803.472
"Salvia ringens",17,32025994073.3451
"Salvia rosmarinus",794,1611281200110.42
"Salvia scabiosifolia",9,13830811445.7541
"Salvia sclarea",987,2148362156638.64
"Salvia sclareoides",34,83562289471.0449
"Salvia splendens",64,120676571263.147
"Salvia tomentosa",17,33865457276.1444
"Salvia transsylvanica",7,17906388912.512
"Salvia verbenaca",804,1712884428749.54
"Salvia verticillata",1487,2910574572381.52
"Salvia virgata",43,86296201711.957
"Salvia viridis",406,717527538637.896
"Salvia yangii",125,230800549986.12
"Salvia × sylvestris",147,275842515428.239
"Salvinia auriculata",7,12051118885.3164
"Salvinia natans",506,950767984410.754
"Sambucus canadensis",46,75478628121.0164
"Sambucus ebulus",1700,3483208274125.3
"Sambucus nigra",2419,4461805599680.9
"Sambucus palmensis",1,3405103635.4927
"Sambucus racemosa",2627,4391473612997.01
"Sambucus sibirica",114,174764335505.409
"Samolus valerandi",915,1696790113812.72
"Sanguisorba alpina",9,4834125417.60458
"Sanguisorba canadensis",34,56192181762.1895
"Sanguisorba hybrida",32,95129458965.3034
"Sanguisorba megacarpa",2,5933038283.81059
"Sanguisorba minor",1371,2768844457515.43
"Sanguisorba minor subsp. balearica",427,897978756239.16
"Sanguisorba officinalis",1911,3385874504838.21
"Sanguisorba rupicola",48,151659355209.549
"Sanguisorba verrucosa",1648,3147780503229.23
"Sanicula epipactis",96,172801429306.801
"Sanicula europaea",1725,3155458232566.76
"Santolina chamaecyparissus",883,1783933070987.48
"Santolina corsica",11,12544311077.8215
"Santolina decumbens",117,323497163655.409
"Santolina impressa",4,9006680818.64647
"Santolina pectinata",47,137733208989.059
"Santolina rosmarinifolia",160,443127408493.539
"Santolina semidentata",25,67834569171.076
"Santolina villosa",77,230716202304.051
"Santolina virens",13,38967171077.3951
"Sanvitalia procumbens",160,255815148628.182
"Saponaria bellidifolia",17,39225159171.0851
"Saponaria lutea",11,14620248293.6461
"Saponaria ocymoides",809,1708617139607.62
"Saponaria officinalis",3223,5689142061332.88
"Saponaria orientalis",1,2975158509.57465
"Saponaria pumilio",2,5642492367.52717
"Sarcopoterium spinosum",97,134935565995.198
"Sarracenia purpurea",169,294757804787.697
"Sasa palmata",215,390939429717.497
"Sasa veitchii",19,31829478475.7854
"Sasaella ramosa",29,42677971038.7818
"Satureja cuneifolia",55,152229612658.009
"Satureja hortensis",453,917323515366.206
"Satureja montana",620,1384083849807.45
"Satureja montana subsp. variegata",620,1384083849807.45
"Satureja subspicata",18,43199067023.4754
"Satureja thymbra",35,40534016797.3295
"Saussurea alpina",1155,1036291519719.69
"Saussurea amara",44,78325069365.1698
"Saussurea japonica",6397,9001741020332.4
"Saussurea parviflora",23,28852649981.4717
"Saxifraga adscendens",291,371681159592.283
"Saxifraga aizoides",939,1052855040356.35
"Saxifraga androsacea",121,217051210202.162
"Saxifraga aphylla",38,59302838082.875
"Saxifraga aquatica",20,40815014439.0704
"Saxifraga aspera",92,166206443134.739
"Saxifraga biflora",57,93788254972.9582
"Saxifraga bourgaeana",2,6215096210.45722
"Saxifraga bryoides",154,305121483983.287
"Saxifraga bulbifera",94,188299229858.66
"Saxifraga caesia",139,262805912866.188
"Saxifraga canaliculata",17,47714182114.5157
"Saxifraga carpatica",7,16889405024.2821
"Saxifraga cernua",606,368662741000.636
"Saxifraga cespitosa",774,504103691747.029
"Saxifraga cotyledon",356,395322555839.738
"Saxifraga crustata",29,51656077880.4993
"Saxifraga cuneifolia",206,396906081762.794
"Saxifraga exarata",120,233321338122.443
"Saxifraga federici-augusti subsp. grisebachii",10,24225437367.4828
"Saxifraga fragosoi",111,292057304647.63
"Saxifraga geranioides",22,47906153208.316
"Saxifraga granulata",1319,2417975975512.37
"Saxifraga hirculus",695,667738561087.445
"Saxifraga hirsuta",178,352031533127.696
"Saxifraga hostii",61,104816891645.37
"Saxifraga hypnoides",344,470709347135.388
"Saxifraga intricata",32,75504336250.2663
"Saxifraga longifolia",78,177016564680.68
"Saxifraga marginata",25,54802723411.7392
"Saxifraga moschata",149,285795901871.975
"Saxifraga muscoides",60,100593806729.95
"Saxifraga mutata",77,143537967776.191
"Saxifraga oppositifolia",1053,1005995339296.02
"Saxifraga paniculata",552,1126590298844.4
"Saxifraga pedemontana",39,93399766118.3205
"Saxifraga pedemontana subsp. cervicornis",39,93399766118.3205
"Saxifraga pubescens",23,48336691987.1827
"Saxifraga retusa",43,72881470870.8342
"Saxifraga rivularis",585,390929635744.928
"Saxifraga rosacea",314,513019964147.451
"Saxifraga rosacea subsp. rosacea",54,94768750224.4936
"Saxifraga rotundifolia",386,793541714790.39
"Saxifraga seguieri",41,67765845378.9994
"Saxifraga sibirica",23,35982446838.8406
"Saxifraga spathularis",75,140128206749.986
"Saxifraga tombeanensis",3,8873681142.24936
"Saxifraga tridactylites",1372,2573275634660.26
"Saxifraga umbrosa",215,370260658752.95
"Saxifraga wahlenbergii",2,2623228907.32902
"Scabiosa atropurpurea",471,1064158990506.03
"Scabiosa atropurpurea subsp. maritima",471,1064158990506.03
"Scabiosa canescens",168,323142812816.226
"Scabiosa cinerea",57,117649442674.129
"Scabiosa columbaria",1106,2177304526518.53
"Scabiosa corsica",6,8207360380.03781
"Scabiosa holosericea",14,27644525445.1116
"Scabiosa japonica",1,2527505198.92781
"Scabiosa lucida",239,446780423154.334
"Scabiosa mollissima",6,11046326498.673
"Scabiosa ochroleuca",1140,2190476385360.66
"Scabiosa pyrenaica",23,41559767401.1854
"Scabiosa semipapposa",4,12918374024.7139
"Scabiosa silenifolia",7,21644597921.8128
"Scabiosa taygetea",9,17858161291.6061
"Scabiosa triandra",235,541752722661.808
"Scabiosa turolensis",44,150202233236.369
"Scaligeria napiformis",9,14547148241.2727
"Scandix australis",178,479809140532.887
"Scandix pecten-veneris",994,2084063713004.58
"Scandosorbus intermedia",986,1436842622996.62
"Schenkia spicata",166,362575108091.981
"Schinus molle",259,549405446243.532
"Schinus terebinthifolia",43,87713850001.6606
"Schismus barbatus",97,268104730796.492
"Schizanthus pinnatus",21,27760546277.7683
"Schlagintweitia intybacea",88,147908361223.129
"Schoenoplectiella mucronata",180,390107698468.487
"Schoenoplectiella supina",155,362955234812.219
"Schoenoplectus lacustris",2502,3989301960550.31
"Schoenoplectus litoralis",99,194196143344.567
"Schoenoplectus tabernaemontani",1281,2086093081897.33
"Schoenus ferrugineus",410,570172601362.873
"Schoenus nigricans",852,1557851546502.55
"Scilla bifolia",1079,2131936140484.17
"Scilla bithynica",23,44169930591.3396
"Scilla forbesii",567,864683498630.206
"Scilla hyacinthoides",66,156085313502.133
"Scilla luciliae",711,1096016531879.43
"Scilla monophyllos",60,134909314620.895
"Scilla nana",5,9753057052.75152
"Scilla rosenii",2,4048613994.95831
"Scilla sardensis",278,420892355318.704
"Scilla siberica",1443,2202073847320.66
"Scilla verna",319,612952753583.302
"Scilla verna subsp. ramburii",319,612952753583.302
"Scirpoides holoschoenus",741,1593812144877.37
"Scirpus sylvaticus",2600,4181817456515.7
"Scleranthus annuus",1997,3342158212571.35
"Scleranthus perennis",1154,2023152258230.56
"Sclerochloa dura",369,818734858793.334
"Scolochloa festucacea",255,395738983314.938
"Scolymus grandiflorus",46,76929053774.0718
"Scolymus hispanicus",641,1361637131710.22
"Scolymus maculatus",130,301382755284.004
"Scoparia dulcis",1,3572224493.49669
"Scopolia carniolica",242,408070144958.583
"Scorpiurus muricatus",328,702333842549.877
"Scorpiurus vermiculatus",87,228792138809.29
"Scorzonera angustifolia",153,431286388681.182
"Scorzonera aristata",43,87480937823.8365
"Scorzonera calcitrapifolia",3,9142143064.27289
"Scorzonera cana",87,166041992342.219
"Scorzonera humilis",1040,1859032212867.06
"Scorzonera laciniata",424,1035960369559.58
"Scorzonera parviflora",133,250232777746.923
"Scorzonera purpurea",413,833452084746.384
"Scorzonera rosea",55,123916399512.572
"Scorzonera sublanata",3,4167994787.13175
"Scorzoneroides autumnalis",3516,4854020983681.14
"Scorzoneroides helvetica",121,204316116787.126
"Scorzoneroides montana",91,163199099588.531
"Scorzoneroides muelleri",3,6426948531.22376
"Scorzoneroides pseudotaraxaci",3,5492138795.05764
"Scorzoneroides pyrenaica",113,246632581722.546
"Scrophularia alpestris",76,195137091610.817
"Scrophularia arguta",4,9412426651.43983
"Scrophularia auriculata",785,1652193119623.8
"Scrophularia auriculata subsp. lyrata",785,1652193119623.8
"Scrophularia canina",567,1312538460824.12
"Scrophularia canina subsp. bicolor",567,1312538460824.12
"Scrophularia canina subsp. crithmifolia",567,1312538460824.12
"Scrophularia canina subsp. hoppei",567,1312538460824.12
"Scrophularia canina subsp. ramosissima",567,1312538460824.12
"Scrophularia cretacea",37,66980965154.2005
"Scrophularia exilis",1,836515420.259922
"Scrophularia frutescens",34,63927553940.9569
"Scrophularia glabrata",3,5321745051.62051
"Scrophularia grandiflora",11,24393313544.9783
"Scrophularia herminii",37,91971538073.6914
"Scrophularia heterophylla subsp. laciniata",3,8790846392.17976
"Scrophularia laevigata",2,4881308748.65491
"Scrophularia lucida",38,72674946190.9972
"Scrophularia nodosa",2665,4310646425057.7
"Scrophularia oblongifolia",160,358224924722.987
"Scrophularia peregrina",231,430452054679.288
"Scrophularia sambucifolia",41,111641747414.25
"Scrophularia scopolii",65,116479581035.197
"Scrophularia scorodonia",217,491804121562.685
"Scrophularia sublyrata",43,101129016042.246
"Scrophularia trifoliata",24,35886398323.6515
"Scrophularia vernalis",401,736657660714.234
"Scutellaria albida",26,51986903839.4754
"Scutellaria albida subsp. velenovskyi",26,51986903839.4754
"Scutellaria alpina",162,364901997316.269
"Scutellaria altissima",404,742147129084.336
"Scutellaria columnae",126,260310971124.983
"Scutellaria galericulata",3083,4687629105570.96
"Scutellaria hastifolia",443,745906932441.78
"Scutellaria minor",542,1097339679767.65
"Scutellaria rupestris",12,23225307665.2965
"Scutellaria rupestris subsp. parnassica",3,7023526380.20881
"Scutellaria supina",65,123289138911.168
"Searsia tripartita",1,2107964128.51416
"Secale cereale",1394,2410624985956.53
"Secale strictum",23,57215128555.5512
"Secale sylvestre",112,232698128057.704
"Sedum acre",3515,5615022740957.32
"Sedum album",1948,3518709881182.22
"Sedum alpestre",158,309580666545.442
"Sedum anglicum",485,778629531343.754
"Sedum anglicum subsp. pyrenaicum",485,778629531343.754
"Sedum annuum",792,947710943010.731
"Sedum atratum",204,417852501368.264
"Sedum brevifolium",196,501599742219.619
"Sedum cepaea",328,751930074530.183
"Sedum cespitosum",287,706346651212.764
"Sedum confusum",10,14715225497.633
"Sedum dasyphyllum",740,1603742569993.19
"Sedum dasyphyllum subsp. dasyphyllum",740,1603742569993.19
"Sedum hirsutum",227,583050098006.966
"Sedum hispanicum",880,1574868749374.94
"Sedum lydium",100,127615168074.647
"Sedum mexicanum",62,130983963657.553
"Sedum palmeri",155,349031361986.923
"Sedum praealtum",48,90195453318.8472
"Sedum rubens",436,972191837130.318
"Sedum sarmentosum",313,594004156800.593
"Sedum sedoides",4549,6947720615454.43
"Sedum sexangulare",1295,2387417412692.31
"Sedum urvillei",47,95106325759.4305
"Selaginella apoda",8,19006473864.2032
"Selaginella denticulata",256,480058344116.869
"Selaginella helvetica",151,280659796885.453
"Selinum carvifolia",1104,1902916464640.23
"Semele androgyna",1,1711260859.08413
"Semiarundinaria fastuosa",4,3853238519.43428
"Sempervivum arachnoideum",532,1080543770501.88
"Sempervivum calcareum",37,80438883638.4482
"Sempervivum globiferum",700,1123478572971.47
"Sempervivum globiferum subsp. arenarium",14,25610880042.8072
"Sempervivum globiferum subsp. hirtum",56,102057387172.126
"Sempervivum heuffelii",59,122597614516.109
"Sempervivum kosaninii",1,3240888997.54398
"Sempervivum montanum",220,442165253756.61
"Sempervivum tectorum",1112,2077183613387.47
"Sempervivum wulfenii",41,65718437858.1209
"Senecio altissimus",20,69317257708.4295
"Senecio cambrensis",7,16838210738.6751
"Senecio carpetanus",26,86131483095.8875
"Senecio doria",382,849450728554.948
"Senecio doronicum",213,451743365447.959
"Senecio doronicum subsp. orientalis",4,9209205588.01015
"Senecio doronicum subsp. transylvanicus",2,6755116478.17527
"Senecio duriaei",24,76217639147.2068
"Senecio elegans",21,44457919946.3847
"Senecio gallicus",83,204890459701.849
"Senecio glaucus",88,244144904442.621
"Senecio glaucus subsp. coronopifolius",74,211736060438.176
"Senecio grandiflorus",4,5961107805.66659
"Senecio hercynicus",258,478404540001.556
"Senecio inaequidens",1005,1880609767959.16
"Senecio leucanthemifolius",163,260520115164.095
"Senecio linifolius",11,28532862618.1472
"Senecio lividus",254,616693057022.859
"Senecio nemorensis",407,646258091451.153
"Senecio nemorensis subsp. jacquinianus",407,646258091451.153
"Senecio ovatus",678,1307260591934.31
"Senecio ovatus subsp. alpestris",136,279211193169.607
"Senecio ovatus subsp. stabianus",3,7080634451.44083
"Senecio pyrenaicus",63,155486915473.19
"Senecio rupestris",137,266422689356.441
"Senecio sarracenicus",584,970993565546.641
"Senecio scopolii subsp. floccosus",2,6645280480.57661
"Senecio squalidus",392,736137897551.415
"Senecio sylvaticus",1455,2403708953317.1
"Senecio vernalis",1180,2058901836326.99
"Senecio viscosus",1713,2691889243888.15
"Senecio vulgaris",3105,4945773020171.47
"Senna didymobotrya",19,34578238660.0959
"Senna occidentalis",2,4822235991.37919
"Senna × floribunda",4,10662340427.8982
"Sequoia sempervirens",382,843235556382.781
"Sequoiadendron giganteum",591,1187845538285.78
"Serapias lingua",430,973002856066.177
"Serapias vomeracea",360,783344259612.323
"Serratula coronata",217,393631725204.087
"Serratula tinctoria",1217,2334057939871.25
"Sesamoides suffruticosa",49,122328689095.555
"Sesamum indicum",31,58637710774.5255
"Seseli annuum",594,1168501830738.56
"Seseli austriacum",17,36134004332.775
"Seseli bocconei",6,11123299056.5203
"Seseli campestre",17,43263694777.5035
"Seseli cantabricum",40,115671153654.706
"Seseli gouanii",4,7611135379.1366
"Seseli gracile",1,2923364123.10019
"Seseli gummiferum",10,19016645785.0364
"Seseli hippomarathrum",60,109778941512.88
"Seseli leucospermum",7,16877635058.6393
"Seseli montanum",340,861501168907.709
"Seseli montanum subsp. granatense",21,68766512302.9717
"Seseli montanum subsp. nanum",340,861501168907.709
"Seseli osseum",50,94708788601.8373
"Seseli pallasii",31,61673308760.7331
"Seseli rigidum",12,22873081861.6668
"Seseli tommasinii",10,20297397728.8905
"Seseli tortuosum",271,615882705982.729
"Sesleria autumnalis",29,53104737674.6082
"Sesleria caerulea",519,1031720368723.06
"Sesleria heufleriana",25,46544304516.0884
"Sesleria juncifolia",17,38082478182.096
"Sesleria sadleriana",10,16198607530.8453
"Setaria adhaerens",91,203688825538.272
"Setaria faberi",165,268384084578.059
"Setaria italica",682,1269298076906.76
"Setaria pumila",1773,3403652579983.24
"Setaria verticillata",966,2008621771282.93
"Setaria viridis",2007,3688010729388.4
"Sherardia arvensis",1510,2863318612153.17
"Sibbaldia procumbens",819,769815201187.916
"Sibbaldianthe bifurca",139,250164887629.437
"Sibbaldianthe orientalis",46,87299951676.5267
"Sicyos angulatus",185,394468637968.001
"Sicyos edulis",3,6561854523.63219
"Sida rhombifolia",38,66138973758.4585
"Sidalcea candida",11,13797384803.0519
"Sideritis candicans",1,3684935767.02579
"Sideritis cretica",1,2868991106.0459
"Sideritis endressii",33,66788258715.0267
"Sideritis glacialis",15,49668821950.0419
"Sideritis hirsuta",160,456325361570.08
"Sideritis hyssopifolia",147,381102866443.623
"Sideritis ibanezii",2,3918668490.42137
"Sideritis italica",15,42178318230.0494
"Sideritis montana",378,859507950054.517
"Sideritis raeseri",10,23796601767.3184
"Sideritis romana",239,501923083243.978
"Sideritis romana subsp. purpurea",17,31208333789.9786
"Sideritis scardica",16,30569964968.5252
"Sideritis spinulosa",30,90281839485.1617
"Sideritis syriaca",10,21990293544.3449
"Sideritis taurica",8,12615181298.3871
"Sideroxylon spinosum",4,6735292102.36726
"Silaum silaus",773,1558932434789.65
"Silene acaulis",1134,1189222297989.28
"Silene aegyptiaca",1,2094241370.12301
"Silene andryalifolia",16,55731020436.605
"Silene apetala",62,156809601578.176
"Silene baccifera",1099,2330096608609.06
"Silene banksia",8,16637719239.1428
"Silene behen",345,610491001629.967
"Silene boryi",37,117986322114.074
"Silene borysthenica",225,411135727526.435
"Silene bupleuroides",62,140621663593.889
"Silene chalcedonica",833,1322338937208.56
"Silene chersonensis",101,196311679112.877
"Silene chlorantha",241,449211058840.937
"Silene ciliata",65,175370016214.802
"Silene colorata",304,673944984273.489
"Silene conica",607,1215198148743.77
"Silene conoidea",188,496807243322.097
"Silene cordifolia",8,14095504097.2604
"Silene coronaria",1235,2255226708796.44
"Silene cretica",79,168416683554.65
"Silene densiflora",55,100396737056.033
"Silene dichotoma",658,1152918285834.55
"Silene dioica",2839,3861162511843.27
"Silene donetzica",1,2671932259.24159
"Silene elisabethae",3,8925475528.72383
"Silene flavescens",8,15254828538.1176
"Silene flos-cuculi",3063,4811503482259.72
"Silene flos-jovis",113,209311813437.067
"Silene fruticosa",8,17422198735.0464
"Silene fuscata",48,113005737836.761
"Silene gallica",796,1606895586198.81
"Silene gallica var. gallica",796,1606895586198.81
"Silene gallinyi",4,7301376368.28619
"Silene gigantea",11,20835403728.7702
"Silene hellmannii",14,31350368232.5371
"Silene inaperta",146,383215340016.681
"Silene integripetala",7,11901208382.0468
"Silene involucrata",77,28101167983.2364
"Silene italica",337,750447421169.742
"Silene latifolia",3443,5902014683496.25
"Silene latifolia subsp. alba",2021,3434656787109.82
"Silene legionensis",67,218029155192.964
"Silene longicilia",18,45326116881.0694
"Silene marizii",15,41732732644.1058
"Silene mellifera",85,274969391279.214
"Silene mollissima",13,28630075195.4607
"Silene multicaulis",2,3460518023.59655
"Silene multiflora",82,157295542862.103
"Silene neglecta",6,6589848704.78342
"Silene nemoralis",104,226822870136.507
"Silene nicaeensis",92,173989662603.321
"Silene noctiflora",1108,1826679535708.88
"Silene nutans",2052,3654905818283.9
"Silene nutans subsp. insubrica",2052,3654905818283.9
"Silene otites",469,956134970726.013
"Silene paradoxa",42,92505207647.206
"Silene pendula",170,319970218676.116
"Silene portensis",148,409433420941.532
"Silene procumbens",111,213670568103.119
