"taxon_name","min_fr"
"Lotus hirsutus",1903
"Lotus maritimus",1854
"Lotus ornithopodioides",1975
"Lotus parviflorus",1861
"Lotus pedunculatus",1894
"Lotus subbiflorus",1869
"Lotus tenuis",1866
"Lotus tetragonolobus",1854
"Ludwigia alternifolia",1940
"Ludwigia grandiflora",1820
"Ludwigia hexapetala",1997
"Ludwigia peploides",1820
"Ludwigia repens",1924
"Ludwigia × kentiana",1927
"Luma apiculata",1970
"Lunaria annua",1597
"Lunaria rediviva",1883
"Lupinus albus",1661
"Lupinus angustifolius",1861
"Lupinus arboreus",1848
"Lupinus cosentinii",1857
"Lupinus gussoneanus",1890
"Lupinus hispanicus",1997
"Lupinus luteus",1807
"Lupinus nootkatensis",1862
"Lupinus perennis",1899
"Lupinus polyphyllus",1807
"Lupinus × pseudopolyphyllus",2003
"Lupinus × regalis",1955
"Luzula forsteri",1880
"Luzula luzuloides",1830
"Luzula nivea",1905
"Lycium barbarum",1785
"Lycium chinense",1853
"Lycium europaeum",1847
"Lycopodiella cernua",1915
"Lycopus exaltatus",1835
"Lysichiton americanus",1700
"Lysichiton camtschatcensis",1700
"Lysimachia arvensis",1548
"Lysimachia ciliata",1771
"Lysimachia foemina",1873
"Lysimachia fortunei",1858
"Lysimachia linum-stellatum",1858
"Lysimachia monelli",1847
"Lysimachia nummularia",1685
"Lysimachia punctata",1819
"Lysimachia tenella",1824
"Lysimachia terrestris",1883
"Lysimachia thyrsiflora",1986
"Lythrum acutangulum",1926
"Lythrum alatum var. alatum",1633
"Lythrum hyssopifolia",1633
"Lythrum junceum",1875
"Lythrum virgatum",1800
"Maackia amurensis",2005
"Macleaya cordata",1928
"Macleaya × kewensis",1957
"Maclura pomifera",1847
"Madia glomerata",1892
"Madia sativa",1875
"Magnolia sieboldii",2013
"Magydaris pastinacea",1991
"Mahonia × wagneri",1847
"Maianthemum bifolium",1597
"Maianthemum dilatatum",1983
"Maianthemum racemosum",1850
"Maianthemum stellatum",1850
"Malcolmia chia",1866
"Malcolmia flexuosa",1885
"Malcolmia maritima",1850
"Malope malacoides",1872
"Malope trifida",1843
"Malus asiatica",1971
"Malus baccata",1889
"Malus domestica",1700
"Malus fusca",2004
"Malus hupehensis",1975
"Malus prunifolia",1963
"Malus sylvestris",2010
"Malus toringo",1841
"Malus × atrosanguinea",1982
"Malus × floribunda",1971
"Malus × purpurea",1800
"Malva alcea",1777
"Malva cretica",1911
"Malva maroccana",1891
"Malva moschata",1700
"Malva multiflora",1859
"Malva neglecta",1597
"Malva nicaeensis",1835
"Malva olbia",1900
"Malva parviflora",1807
"Malva preissiana",1997
"Malva punctata",1872
"Malva pusilla",1743
"Malva setigera",1792
"Malva sylvestris",1562
"Malva thuringiaca",1700
"Malva trimestris",1807
"Malva verticillata",1799
"Malva weinmanniana",1939
"Malva × clementii",1862
"Malva × litoralis",2007
"Malvastrum americanum",1892
"Malvastrum coromandelianum",1893
"Manihot grahamii",1940
"Mantisalca duriaei",1951
"Mantisalca salmantica",1851
"Margyricarpus pinnatus",1946
"Marrubium anisodon",1961
"Marrubium peregrinum",1800
"Marrubium vulgare",1777
"Marsilea quadrifolia",1936
"Matricaria chamomilla",1632
"Matricaria discoidea",1658
"Matthiola incana",1804
"Matthiola longipetala",1904
"Matthiola sinuata",1633
"Mauranthemum paludosum",1771
"Mazus miquelii",1835
"Mazus pumilio",1970
"Mazus pumilus",1975
"Medicago arabica",1820
"Medicago arborea",1880
"Medicago carstiensis",1894
"Medicago crassipes",1947
"Medicago disciformis",1963
"Medicago doliata",1894
"Medicago falcata",1766
"Medicago fischeriana",1902
"Medicago intertexta",1858
"Medicago laciniata",1777
"Medicago lessingii",1998
"Medicago littoralis",1885
"Medicago lupulina",1876
"Medicago minima",1660
"Medicago monantha",1885
"Medicago monspeliaca",1923
"Medicago murex",1854
"Medicago orbicularis",1813
"Medicago polyceratia",1906
"Medicago polymorpha",1662
"Medicago praecox",1822
"Medicago prostrata",1915
"Medicago rigidula",1822
"Medicago rugosa",1848
"Medicago sativa",1550
"Medicago sativa subsp. glomerata",1929
"Medicago sativa subsp. sativa",1856
"Medicago scutellata",1885
"Medicago tornata",1834
"Medicago truncatula",1834
"Medicago turbinata",1859
"Medicago × blancheana",1932
"Medicago × varia",1800
"Meehania urticifolia",1917
"Megathyrsus maximus",1961
"Melampodium montanum",1995
"Melampodium perfoliatum",1909
"Melampyrum arvense",1716
"Melampyrum barbatum",1857
"Melampyrum nemorosum",1983
"Melia azedarach",1911
"Melica altissima",1844
"Melica ciliata",1841
"Melilotus albus",1749
"Melilotus altissimus",1597
"Melilotus dentatus",1894
"Melilotus elegans",2012
"Melilotus indicus",1851
"Melilotus infestus",1851
"Melilotus italicus",1804
"Melilotus officinalis",1749
"Melilotus segetalis",1888
"Melilotus siculus",1800
"Melilotus sulcatus",1859
"Melilotus wolgicus",1888
"Melinis repens",2005
"Melissa officinalis",1763
"Melittis melissophyllum",1905
"Meniocus linifolius",1896
"Menispermum canadense",1969
"Mentha aquatica",1720
"Mentha arvensis",1912
"Mentha canadensis",1930
"Mentha cervina",2013
"Mentha longifolia",1798
"Mentha longifolia subsp. longifolia",1900
"Mentha pulegium",1924
"Mentha requienii",1835
"Mentha spicata",1633
"Mentha suaveolens",1870
"Mentha × dalmatica",1960
"Mentha × gracilis",1792
"Mentha × piperita",1720
"Mentha × rotundifolia",1846
"Mentha × villosa",1833
"Mentha × wirtgeniana",1835
"Mentzelia albicaulis",2016
"Mercurialis annua",1538
"Mertensia sibirica",1933
"Mertensia virginica",1935
"Mesembryanthemum cordifolium",1892
"Mesembryanthemum crystallinum",1804
"Mesembryanthemum nodiflorum",1891
"Metasequoia glyptostroboides",1968
"Meum athamanticum",1600
"Mibora minima",1825
"Microlaena stipoides",1959
"Micromeles zahlbruckneri",2000
"Milium vernale",1844
"Mimosa pudica",2000
"Mimulus ringens",1947
"Mirabilis albida",1937
"Mirabilis jalapa",1596
"Mirabilis nyctaginea",1843
"Miscanthus sacchariflorus",1980
"Miscanthus sinensis",1979
"Miscanthus × longiberbis",2003
"Misopates calycinum",1904
"Misopates orontium",1551
"Modiola caroliniana",1893
"Moenchia erecta",1881
"Moenchia mantica",1809
"Molinia caerulea",1947
"Mollugo verticillata",1887
"Molopospermum peleponnesiacum",1600
"Monarda didyma",1807
"Monarda fistulosa",2004
"Monarda punctata",1855
"Moneses uniflora",1850
"Monsonia angustifolia",1893
"Monsonia brevirostrata",1908
"Montia linearis",1987
"Montia parvifolia",1913
"Moorochloa eruciformis",1824
"Moricandia arvensis",1821
"Morus alba",1720
"Morus nigra",1880
"Muehlenbeckia complexa",1909
"Muehlenbeckia sagittifolia",1910
"Muhlenbergia cenchroides",1945
"Muhlenbergia mexicana",1824
"Muhlenbergia schreberi",1990
"Mummenhoffia alliacea",1850
"Musa acuminata",1913
"Musa basjoo",1951
"Muscari armeniacum",1871
"Muscari azureum",1895
"Muscari botryoides",1599
"Muscari comosum",1885
"Muscari latifolium",1955
"Muscari neglectum",1776
"Mutarda arvensis",1548
"Mutarda carinata",1886
"Mutarda nigra",1609
"Myagrum perfoliatum",1791
"Myoporum insulare",1944
"Myoporum laetum",1968
"Myoporum tenuifolium",1989
"Myosotis alpestris",1896
"Myosotis arvensis",1597
"Myosotis discolor",1749
"Myosotis latifolia",1984
"Myosotis scorpioides",1732
"Myosotis sparsiflora",1779
"Myosotis sylvatica",1820
"Myrica pensylvanica",1934
"Myricaria germanica",1858
"Myriophyllum aquaticum",1880
"Myriophyllum heterophyllum",1885
"Myriophyllum hippuroides",1986
"Myriophyllum spicatum",1900
"Myrrhis odorata",1749
"Najas gracillima",2012
"Najas graminea",1959
"Najas guadalupensis",1986
"Najas marina",1988
"Narcissus bicolor",1994
"Narcissus bulbocodium",1905
"Narcissus cuneiflorus",1996
"Narcissus cyclamineus",1974
"Narcissus hispanicus",1830
"Narcissus jonquilla",1997
"Narcissus macrolobus",1990
"Narcissus minor",1885
"Narcissus moschatus",1995
"Narcissus nobilis",1994
"Narcissus papyraceus",1864
"Narcissus poeticus",1700
"Narcissus pseudonarcissus",1670
"Narcissus tazetta",1876
"Narcissus triandrus",1905
"Narcissus × boutignyanus",1993
"Narcissus × cyclazetta",1899
"Narcissus × dichromus",1993
"Narcissus × incomparabilis",1711
"Narcissus × medioluteus",1737
"Narcissus × monochromus",1992
"Narcissus × odorus",1904
"Narcissus × taitii",2005
"Nassella filiculmis",1884
"Nassella formicarum",1884
"Nassella hyalina",1895
"Nassella neesiana",1894
"Nassella tenuissima",1894
"Nassella trichotoma",1926
"Nasturtium officinale",1823
"Nasturtium × sterile",1845
"Navarretia leptalea",1987
"Navarretia sinistra",1987
"Neillia incisa",1767
"Neillia sinensis",2011
"Neillia tanakae",1999
"Nelumbo nucifera",1955
"Nemesia strumosa",1928
"Nemophila maculata",1895
"Nemophila menziesii",1874
"Nepeta amoena",1988
"Nepeta cataria",1551
"Nepeta grandiflora",1843
"Nepeta laevigata",1933
"Nepeta nuda",1924
"Nepeta racemosa",1880
"Nepeta sibirica",1943
"Nepeta × faassenii",1886
"Nertera granadensis",1957
"Neslia paniculata",1685
"Nicandra physalodes",1853
"Nicotiana alata",1860
"Nicotiana forgetiana",1932
"Nicotiana glauca",1852
"Nicotiana langsdorffii",1859
"Nicotiana longiflora",1868
"Nicotiana rustica",17
"Nicotiana sylvestris",1924
"Nicotiana tabacum",1866
"Nicotiana velutina",1912
"Nicotiana × sanderi",1931
"Nidorella ivifolia",1804
"Nigella damascena",1807
"Nigella sativa",1850
"Noccaea caerulescens",1809
"Noccaea caerulescens subsp. brachypetala",1840
"Noccaea perfoliata",1600
"Nonea lutea",1856
"Nonea pallens",1962
"Nonea pulla",1828
"Nonea rosea",1828
"Nonea versicolor",1867
"Nonea × popovii",1960
"Nothofagus alpina",1956
"Nothofagus antarctica",1983
"Nothofagus obliqua",1956
"Nothofagus × dodecaphleps",1978
"Nothoscordum gracile",1896
"Nothoscordum × borbonicum",1899
"Notobasis syriaca",1909
"Nuphar advena",1914
"Nuphar japonica",2003
"Nuphar pumila",1800
"Nuttallanthus canadensis",1894
"Nymphaea lotus",1798
"Nymphaea nouchali",1891
"Nymphaea rubra",1891
"Nymphaea × marliacea",1961
"Nymphoides peltata",1570
"Ochagavia carnea",1973
"Ocimum basilicum",1886
"Odontarrhena argentea",1908
"Odontarrhena corsica",1828
"Odontarrhena muralis",1850
"Odontarrhena tortuosa",1844
"Odontites jaubertianus",1965
"Odontites luteus",1977
"Odontites vernus",1827
"Odontites vulgaris",1820
"Oemleria cerasiformis",1977
"Oenanthe pimpinelloides",1859
"Oenothera acutifolia",1958
"Oenothera affinis",1860
"Oenothera biennis",1614
"Oenothera curtiflora",1915
"Oenothera elata",1961
"Oenothera flava",2000
"Oenothera fruticosa",1868
"Oenothera gaura",1946
"Oenothera glazioviana",1866
"Oenothera grandiflora",1953
"Oenothera humifusa",1974
"Oenothera indecora",1889
"Oenothera laciniata",1770
"Oenothera lindheimeri",1999
"Oenothera longiflora",1897
"Oenothera macrocarpa",1913
"Oenothera oakesiana",1848
"Oenothera parodiana",2008
"Oenothera parviflora",1614
"Oenothera perennis",1936
"Oenothera rosea",1835
"Oenothera speciosa",1821
"Oenothera stricta",1825
"Oenothera tetragona",1884
"Oenothera villosa",1828
"Oenothera villosa subsp. strigosa",1979
"Oenothera villosa subsp. villosa",1889
"Oenothera × braunii",1877
"Oenothera × drawertii",1889
"Oenothera × fallax",1875
"Oenothera × heiniana",1850
"Oenothera × moravica",1933
"Oenothera × polgari",1915
"Olearia avicenniifolia",1978
"Olearia macrodonta",1947
"Olearia nummulariifolia",1968
"Olearia paniculata",1969
"Olearia traversiorum",1966
"Olearia × haastii",1978
"Oloptum miliaceum",1905
"Omalotheca sylvatica",1600
"Omphalodes verna",1658
"Oncosiphon pilulifer",1973
"Onobrychis caput-galli",1835
"Onobrychis viciifolia",1597
"Onobrychis × versurarum",1969
"Onoclea sensibilis",1831
"Onoclea struthiopteris",1820
"Ononis alopecuroides",1824
"Ononis baetica",1962
"Ononis mitissima",1865
"Ononis natrix",1834
"Ononis spinosa",1844
"Onopordum acanthium",1562
"Onopordum illyricum",1892
"Onopordum macracanthum",1973
"Onopordum nervosum",1963
"Onopordum tauricum",1948
"Onosma cinerea",1905
"Ophiopogon jaburan",1919
"Oplismenus hirtellus",1901
"Opopanax chironium",2000
"Opuntia crassa",1988
"Opuntia engelmannii",2003
"Opuntia ficus-indica",1834
"Opuntia humifusa",1933
"Opuntia maxima",1910
"Opuntia monacanthos",1872
"Opuntia phaeacantha",1990
"Opuntia polyacantha",1997
"Opuntia stricta",1901
"Opuntia tuna",1874
"Oreomecon alpina",1948
"Oreomecon crocea",1843
"Oreomecon nudicaulis",2001
"Oreomecon radicata",1964
"Origanum majorana",1830
"Origanum vulgare",1897
"Orlaya grandiflora",1823
"Ornithogalum arabicum",1824
"Ornithogalum boucheanum",1880
"Ornithogalum divergens",1986
"Ornithogalum narbonense",1998
"Ornithogalum nutans",1769
"Ornithogalum pyramidale",1987
"Ornithogalum umbellatum",1548
"Ornithogalum umbellatum subsp. campestre",1850
"Ornithopus compressus",1855
"Ornithopus perpusillus",1768
"Ornithopus pinnatus",1997
"Ornithopus sativus",1855
"Orobanche amethystea",1944
"Orobanche caryophyllacea",1933
"Orobanche cernua",1944
"Orobanche coerulescens",1960
"Orobanche crenata",1845
"Orobanche elatior",1947
"Orobanche flava",1944
"Orobanche gracilis",1878
"Orobanche hederae",1902
"Orobanche lucorum",1939
"Orobanche minor",1830
"Orobanche mutelii",1985
"Orobanche purpurea",1966
"Orobanche ramosa",1792
"Orontium aquaticum",1700
"Orthilia secunda",1901
"Oryza sativa",1892
"Oscularia deltoides",1953
"Osmunda regalis",1890
"Ostrya carpinifolia",1903
"Oxalis adenophylla",1887
"Oxalis articulata",1811
"Oxalis bowiei",1927
"Oxalis corniculata",1577
"Oxalis debilis",1890
"Oxalis decaphylla",1967
"Oxalis dillenii",1826
"Oxalis exilis",1913
"Oxalis incarnata",1912
"Oxalis latifolia",1792
"Oxalis megalorrhiza",1936
"Oxalis pes-caprae",1811
"Oxalis purpurea",1890
"Oxalis rosea",1931
"Oxalis stricta",1688
"Oxalis tetraphylla",1917
"Oxalis triangularis",1973
"Oxalis valdiviensis",1882
"Oxybasis glauca",1713
"Oxybasis macrosperma",1835
"Oxybasis rubra",1820
"Oxybasis salina",1971
"Oxybasis urbica",1713
"Oxychloris scariosa",1895
"Oxyria digyna",1947
"Pachyphragma macrophyllum",1964
"Pachysandra terminalis",1953
"Paeonia lactiflora",1968
"Paeonia mascula",1805
"Paeonia officinalis",1650
"Paeonia peregrina",1999
"Paeonia × suffruticosa",2017
"Paliurus spina-christi",1874
"Panax quinquefolius",1980
"Pancratium maritimum",1993
"Panicum capillare",1850
"Panicum coloratum",1901
"Panicum decompositum",1881
"Panicum dichotomiflorum",1881
"Panicum hillmanii",1888
"Panicum hirticaule",1904
"Panicum laevinode",1904
"Panicum miliaceum",500
"Panicum philadelphicum",1990
"Panicum schinzii",1887
"Panicum virgatum",1895
"Papaver atlanticum",1900
"Papaver bracteatum",1947
"Papaver cambricum",1902
"Papaver dubium",1686
"Papaver orientale",1807
"Papaver pilosum",1915
"Papaver rhoeas",1548
"Papaver setiferum",1800
"Papaver somniferum",1500
"Parapholis cylindrica",1906
"Parapholis incurva",1933
"Parasenecio hastatus",1869
"Paraserianthes lophantha",1911
"Parentucellia latifolia",1902
"Parentucellia viscosa",1792
"Parietaria judaica",1548
"Parietaria lusitanica",1881
"Parietaria officinalis",1832
"Parietaria pensylvanica",1861
"Parkinsonia aculeata",1993
"Paronychia argentea",1887
"Paronychia brasiliana",1887
"Paronychia kapela",1932
"Parthenium hysterophorus",1862
"Parthenocissus inserta",1865
"Parthenocissus quinquefolia",1805
"Parthenocissus tricuspidata",1869
"Pascalia glauca",1939
"Paspalum dilatatum",1907
"Paspalum distichum",1824
"Paspalum notatum",1999
"Paspalum paniculatum",1999
"Paspalum racemosum",1929
"Paspalum urvillei",1940
"Paspalum vaginatum",1880
"Passiflora caerulea",1981
"Passiflora edulis",1994
"Passiflora suberosa",1999
"Pastinaca sativa",1744
"Pastinaca sativa subsp. urens",1947
"Paulownia tomentosa",1870
"Pedicularis comosa",1914
"Pelargonium candicans",1980
"Pelargonium capitatum",1980
"Pelargonium cordifolium",1944
"Pelargonium cucullatum",1933
"Pelargonium radens",1965
"Pelargonium tomentosum",1938
"Pelargonium zonale",1985
"Peltaria alliacea",1993
"Penstemon digitalis",1884
"Pentaglottis sempervirens",1724
"Pentameris airoides",1889
"Pentanema britannica",1744
"Pentanema ensifolium",1761
"Pentanema hirtum",1850
"Pentanema oculus-christi",1967
"Pentanema orientale",1981
"Pentanema spiraeifolium",1868
"Pentanema squarrosum",1903
"Pericallis cruenta",2000
"Pericallis × hybrida",1971
"Perilla frutescens",1991
"Periploca graeca",1835
"Persea americana",1955
"Persea indica",1989
"Persicaria amphibia",1872
"Persicaria bungeana",1934
"Persicaria capitata",1957
"Persicaria decipiens",2004
"Persicaria extremiorientalis",1977
"Persicaria lapathifolia",1865
"Persicaria maculosa",1700
"Persicaria maculosa var. maculosa",1982
"Persicaria minor",1963
"Persicaria nepalensis",1873
"Persicaria orientalis",1873
"Persicaria pensylvanica",1870
"Persicaria sagittata",1889
"Petasites albus",1791
"Petasites hybridus",1677
"Petasites japonicus",1658
"Petasites pyrenaicus",1700
"Petasites spurius",1737
"Petrorhagia dubia",1902
"Petrorhagia nanteuilii",1948
"Petrorhagia prolifera",1650
"Petrorhagia saxifraga",1819
"Petrosedum forsterianum",1866
"Petrosedum ochroleucum",1866
"Petrosedum rupestre",1768
"Petrosedum sediforme",1834
"Petroselinum crispum",1652
"Petunia integrifolia",1902
"Petunia × atkinsiana",1811
"Peucedanum austriacum",1837
"Peucedanum officinale",1946
"Peucedanum ostruthium",1562
"Peucedanum verticillare",1960
"Phacelia bipinnatifida",1948
"Phacelia campanularia",1893
"Phacelia congesta",1917
"Phacelia minor",1919
"Phacelia purshii",1884
"Phacelia ramosissima",1887
"Phacelia tanacetifolia",1860
"Phalaris angusta",1913
"Phalaris aquatica",1861
"Phalaris arundinacea",1830
"Phalaris brachystachys",1847
"Phalaris canariensis",1632
"Phalaris coerulescens",1850
"Phalaris minor",1791
"Phalaris paradoxa",1832
"Phalaris platensis",1895
"Phalaris truncata",1931
"Phaseolus coccineus",1830
"Phaseolus vulgaris",1830
"Phedimus aizoon",1870
"Phedimus hybridus",1854
"Phedimus kamtschaticus",1823
"Phedimus spurius",1807
"Phedimus stellatus",1892
"Phedimus stolonifer",1872
"Phellodendron amurense",1932
"Philadelphus coronarius",1805
"Philadelphus inodorus",2000
"Philadelphus lewisii",1890
"Philadelphus pubescens",1890
"Philadelphus × lemoinei",1987
"Philadelphus × virginalis",1981
"Phleum alpinum",1995
"Phleum arenarium",1830
"Phleum echinatum",1912
"Phleum exaratum",1835
"Phleum hirsutum",1835
"Phleum paniculatum",1802
"Phleum pratense",1887
"Phleum subulatum",1815
"Phlomis fruticosa",1896
"Phlomis russeliana",1949
"Phlomoides tuberosa",1976
"Phlox drummondii",1880
"Phlox maculata",2009
"Phlox paniculata",1880
"Phlox subulata",1864
"Phoenix canariensis",1948
"Phoenix dactylifera",1908
"Pholiurus pannonicus",1931
"Phonus lanatus",1876
"Phormium colensoi",1920
"Phormium tenax",1898
"Photinia davidiana",1812
"Phragmites australis",1995
"Phuopsis stylosa",1850
"Phygelius capensis",1960
"Phyla nodiflora",1893
"Phyllanthus tenellus",1960
"Phyllostachys aurea",2000
"Phyllostachys nigra",2000
"Phyllostachys viridiglaucescens",2004
"Physalis angulata",1893
"Physalis cinerascens",1909
"Physalis grisea",1909
"Physalis ixocarpa",1878
"Physalis lanceolata",1880
"Physalis longifolia",1921
"Physalis peruviana",1804
"Physalis philadelphica",1900
"Physalis pubescens",1915
"Physalis virginiana",1986
"Physocarpus monogynus",1889
"Physocarpus opulifolius",1805
"Physochlaina orientalis",1892
"Physostegia virginiana",1935
"Phyteuma nigrum",1907
"Phyteuma scheuchzeri",1950
"Phyteuma spicatum",1870
"Phytolacca acinosa",1785
"Phytolacca americana",17
"Phytolacca dioica",1990
"Phytolacca heterotepala",1987
"Phytolacca polyandra",1983
"Picea abies",1808
"Picea alcoquiana var. alcoquiana",2004
"Picea engelmannii",1790
"Picea laxa",1790
"Picea mariana",1870
"Picea omorika",1959
"Picea orientalis",1808
"Picea pungens",1872
"Picea sitchensis",1600
"Picea × lutzii",1920
"Picnomon acarna",1965
"Picris hieracioides",1666
"Picris rhagadioloides",1929
"Pieris japonica",1963
"Pilea hyalina",1980
"Pilea microphylla",1995
"Pilea peperomioides",1941
"Pilosella aurantiaca",1745
"Pilosella bauhini",1850
"Pilosella caespitosa",1765
"Pilosella flagellaris",1867
"Pilosella floribunda",1867
"Pilosella officinarum",2010
"Pilosella piloselloides",1867
"Pilosella piloselloides subsp. praealta",1877
"Pilosella prussica",2003
"Pilosella stoloniflora",1899
"Pilosella visianii",2006
"Pilosella × fuscoatra",2003
"Pimpinella anisum",1661
"Pimpinella lutea",1959
"Pimpinella major",1886
"Pimpinella peregrina",1921
"Pinellia ternata",1870
"Pinguicula crystallina",2006
"Pinus aristata",1977
"Pinus banksiana",1822
"Pinus cembra",1600
"Pinus contorta",1600
"Pinus halepensis",1834
"Pinus mugo",1700
"Pinus nigra",1800
"Pinus peuce",1858
"Pinus pinaster",1850
"Pinus pinea",1856
"Pinus ponderosa",1968
"Pinus radiata",1951
"Pinus rigida",1947
"Pinus sibirica",1790
"Pinus strobus",1784
"Pinus sylvestris",1699
"Pinus uncinata",1860
"Pinus wallichiana",1905
"Piptocarpha verticillata",1995
"Pistia stratiotes",1966
"Pittosporum crassifolium",1939
"Pittosporum tenuifolium",1958
"Pittosporum tobira",1993
"Pittosporum undulatum",1971
"Plagiobothrys scouleri",1916
"Plagius grandis",1971
"Plantago afra",1759
"Plantago alpina",1934
"Plantago altissima",1832
"Plantago aristata",1880
"Plantago coronopus",1875
"Plantago heterophylla",1895
"Plantago indica",1811
"Plantago lagopus",1886
"Plantago lanceolata",1500
"Plantago loeflingii",1886
"Plantago major",1928
"Plantago maritima",1995
"Plantago maxima",1777
"Plantago media",1866
"Plantago myosuros",1895
"Plantago ovata",1906
"Plantago patagonica",1936
"Plantago sempervirens",1880
"Plantago subulata",1895
"Plantago virginica",1945
"Platanus occidentalis",1770
"Platanus orientalis",1750
"Platanus × hispanica",1750
"Platycladus orientalis",1800
"Platycodon grandiflorus",2005
"Plecostachys serpyllifolia",1984
"Pleioblastus argenteostriatus",1850
"Pleioblastus simonii",1965
"Pleioblastus variegatus",1993
"Plumbago auriculata",1972
"Poa alpina",1850
"Poa angustifolia",2011
"Poa annua",1831
"Poa bulbosa",1925
"Poa chaixii",1821
"Poa compressa",1866
"Poa flabellata",1900
"Poa humilis",1915
"Poa infirma",1950
"Poa nemoralis",1902
"Poa palustris",1879
"Poa persica",1947
"Poa pratensis",1915
"Poa sieberiana",1906
"Poa supina",1904
"Poa trivialis",1939
"Podolepis aristata",1850
"Podophyllum hexandrum",2009
"Podranea ricasoliana",2001
"Polemonium caeruleum",1720
"Polemonium reptans",1995
"Polycarpon tetraphyllum",1774
"Polycnemum arvense",1835
"Polycnemum heuffelii",1879
"Polycnemum majus",1925
"Polygala myrtifolia",1911
"Polygonatum latifolium",1809
"Polygonatum multiflorum",1867
"Polygonatum × hybridum",1969
"Polygonum achoreum",1918
"Polygonum arenarium",1860
"Polygonum arenastrum",1835
"Polygonum argyrocoleon",1995
"Polygonum aviculare",1700
"Polygonum bellardii",1882
"Polygonum boreale",1841
"Polygonum cognatum",1882
"Polygonum graminifolium",1925
"Polygonum patulum",1822
"Polygonum plebeium",1895
"Polygonum sabulosum",1976
"Polypodium hesperium",1980
"Polypogon chilensis",1883
"Polypogon elongatus",1883
"Polypogon fugax",1906
"Polypogon imberbis",1894
"Polypogon interruptus",1955
"Polypogon maritimus",1836
"Polypogon monspeliensis",1749
"Polypogon viridis",1860
"Polystichum acrostichoides",2019
"Polystichum aculeatum",2017
"Polystichum braunii",2017
"Polystichum lonchitis",1850
"Polystichum luctuosum",1993
"Polystichum munitum",1917
"Pontederia cordata",1902
"Pontederia crassipes",1917
"Pontederia diversifolia",2005
"Pontederia korsakowii",1916
"Populus alba",1597
"Populus balsamifera",1805
"Populus deltoides",1705
"Populus lasiocarpa",1998
"Populus laurifolia",1797
"Populus nigra",1707
"Populus simonii",1900
"Populus suaveolens",1797
"Populus tremuloides",1932
"Populus tristis",1797
"Populus × berolinensis",1926
"Populus × canadensis",1799
"Populus × canescens",1700
"Populus × hastata",1977
"Populus × ontariensis",1986
"Populus × wettsteinii",1940
"Portulaca cypria",1929
"Portulaca grandiflora",1865
"Portulaca granulatostellulata",1989
"Portulaca macrantha",1887
"Portulaca nitida",1866
"Portulaca oleracea",1661
"Portulaca oleracea var. oleracea",1999
"Portulaca trituberculata",1954
"Potamogeton perfoliatus",1900
"Potentilla alba",1970
"Potentilla anglica",1866
"Potentilla argentea",1994
"Potentilla argyrophylla",1876
"Potentilla chrysantha",1903
"Potentilla conferta",1930
"Potentilla divaricata",1947
"Potentilla erecta",1955
"Potentilla inclinata",1799
"Potentilla indica",1868
"Potentilla intermedia",1825
"Potentilla longifolia",1989
"Potentilla micrantha",1881
"Potentilla montana",1959
"Potentilla multifida",1918
"Potentilla nepalensis",1899
"Potentilla norvegica",1803
"Potentilla pensylvanica",1930
"Potentilla pulchella",2007
"Potentilla pyrenaica",2005
"Potentilla radiata",1920
"Potentilla recta",1791
"Potentilla reptans",1833
"Potentilla rivalis",1976
"Potentilla sterilis",2000
"Potentilla supina",1777
"Potentilla thuringiaca",1882
"Potentilla verna",1834
"Potentilla × collina",1930
"Potentilla × semiargentea",2002
"Pourthiaea arguta",2009
"Pourthiaea villosa",1941
"Prenanthes purpurea",1700
"Primula auricula",1880
"Primula denticulata",1883
"Primula elatior",1883
"Primula florindae",1957
"Primula japonica",1966
"Primula juliae",1995
"Primula marginata",1880
"Primula prolifera",2007
"Primula pulverulenta",1966
"Primula rosea",2005
"Primula sikkimensis",1921
"Primula veris",1978
"Primula vulgaris",1820
"Primula × polyantha",1997
"Primula × pruhonicensis",1987
"Proboscidea louisianica",1919
"Prunella grandiflora",1965
"Prunella laciniata",1878
"Prunella vulgaris",1985
"Prunella × intermedia",1913
"Prunus armeniaca",1958
"Prunus avium",1778
"Prunus cerasifera",1836
"Prunus cerasus",1685
"Prunus domestica",1562
"Prunus incisa",1969
"Prunus laurocerasus",1825
"Prunus lusitanica",1927
"Prunus maackii",1936
"Prunus mahaleb",1797
"Prunus padus",1955
"Prunus pensylvanica",1986
"Prunus persica",1797
"Prunus serotina",1600
"Prunus serrulata",1968
"Prunus tenella",1805
"Prunus tomentosa",1860
"Prunus virginiana",1813
"Prunus × fruticans",1909
"Prunus × simmleri",2006
"Psammophiliella muralis",1906
"Psephellus dealbatus",1893
"Pseudo-fumaria alba",1824
"Pseudo-fumaria lutea",1703
"Pseudodictamnus acetabulosus",1930
"Pseudodictamnus hirsutus subsp. hirsutus",1869
"Pseudognaphalium luteoalbum",1690
"Pseudognaphalium undulatum",1888
"Pseudopodospermum hispanicum",1835
"Pseudosasa japonica",1901
"Pseudotsuga menziesii",1797
"Pseudoturritis turrita",1722
"Psidium cattleyanum",1818
"Psoralea pinnata",1971
"Ptelea trifoliata",1781
"Pteris cretica",1886
"Pteris multifida",1921
"Pteris vittata",1835
"Pterocarya fraxinifolia",1797
"Pterocarya rhoifolia",1996
"Pterocarya × rehderiana",1965
"Pterocaulon pycnostachyum",1927
