"species","usageKey"
"Rubus chloocladus",2999707
"Rubus constrictus",2999327
"Rubus creticus",7576869
"Rubus echinatus",2997155
"Rubus egregius",2992026
"Rubus fissus",2991653
"Rubus fruticosus",8436459
"Rubus fuscoater",2988875
"Rubus fuscus",8128432
"Rubus grabowskii",8181078
"Rubus gracilis",7879078
"Rubus gratus",2994157
"Rubus gremlii",7815706
"Rubus hartmanii",2989248
"Rubus henriquesii",2991707
"Rubus hirtus",2989697
"Rubus hochstetterorum",2992646
"Rubus idaeus",2993094
"Rubus idaeus subsp. strigosus",2993094
"Rubus lanuginosus",2991008
"Rubus liubensis",2999025
"Rubus longithyrsiger",2990339
"Rubus macrophyllus",2991019
"Rubus montanus",7786853
"Rubus nemophilus",2994588
"Rubus nemorosus",2988765
"Rubus nigricans",11220454
"Rubus occidentalis",2991466
"Rubus odoratus",2994912
"Rubus pannosus",2994330
"Rubus parviflorus",7872219
"Rubus pedunculosus",2990658
"Rubus perplexus",7843326
"Rubus persicus",2994568
"Rubus phoenicolasius",2995149
"Rubus polonicus",10705171
"Rubus praecox",8019170
"Rubus pyramidatus",2994630
"Rubus questieri",2991194
"Rubus radula",7550643
"Rubus rhombifolius",7506893
"Rubus rudis",7621087
"Rubus salzmannii",2996178
"Rubus saxatilis",2992808
"Rubus seebergensis",2989090
"Rubus serpens",2992311
"Rubus serrae",2995063
"Rubus silesiacus",2994589
"Rubus silvaticus",2994750
"Rubus spectabilis",2993761
"Rubus sprengelii",2990014
"Rubus styriacus",8176880
"Rubus sulcatus",7565460
"Rubus ulmifolius",2996929
"Rubus umbrosus",8674642
"Rubus ursinus",2990646
"Rubus vagabundus",2996795
"Rubus vatavensis",10842956
"Rubus vestitus",8289268
"Rubus vigoi",2997633
"Rubus wimmerianus",8165310
"Rubus × thuillieri",10760984
"Rudbeckia fulgida",7344766
"Rudbeckia hirta",3114225
"Rudbeckia laciniata",3114229
"Rudbeckia nitida",3114236
"Ruellia elegans",8042534
"Rumex acetosa",2888951
"Rumex acetosella",2888995
"Rumex acetosella subsp. acetosella",2888995
"Rumex acetosella subsp. acetoselloides",2888995
"Rumex acetosella subsp. angiocarpus",2888995
"Rumex alpinus",2888948
"Rumex altissimus",2889030
"Rumex angustifolius",4036559
"Rumex aquaticus",2888992
"Rumex arifolius",4036273
"Rumex bipinnatus",7527358
"Rumex britannica",6391465
"Rumex bucephalophorus",2888993
"Rumex chrysocarpos",4035452
"Rumex confertus",2888943
"Rumex conglomeratus",2888963
"Rumex crispus",8195144
"Rumex crispus subsp. uliginosus",8195144
"Rumex cristatus",2889010
"Rumex dentatus",2889038
"Rumex hydrolapathum",7291247
"Rumex hymenosepalus",2889015
"Rumex induratus",4033064
"Rumex japonicus",7291214
"Rumex longifolius",2888946
"Rumex lunaria",4032398
"Rumex maderensis",4038620
"Rumex maritimus",2888980
"Rumex mexicanus",6391868
"Rumex nivalis",4037955
"Rumex obtusifolius",2889011
"Rumex obtusifolius subsp. subalpinus",2889011
"Rumex olympicus",4037753
"Rumex palustris",4037603
"Rumex papillaris",7291827
"Rumex patientia",2889019
"Rumex pictus",4037314
"Rumex pseudonatronatus",7911993
"Rumex pulcher",2888978
"Rumex pulcher subsp. woodsii",2888978
"Rumex roseus",8266545
"Rumex rugosus",2889037
"Rumex rupestris",4036610
"Rumex sanguineus",2888960
"Rumex scutatus",2888961
"Rumex scutatus subsp. scutatus",2888961
"Rumex simpliciflorus",4035966
"Rumex spinosus",2888870
"Rumex stenophyllus",2889023
"Rumex suffruticosus",7369132
"Rumex thyrsiflorus",6391417
"Rumex thyrsoides",8417114
"Rumex tmoleus",4035464
"Rumex triangulivalvis",6391377
"Rumex tuberosus",7616912
"Rumex tuberosus subsp. turcomanicus",7616912
"Rumex vesicarius",2888986
"Rumex × acutus",7689506
"Rumex × heterophyllus",4033306
"Rumex × hybridus",8012649
"Ruppia cirrhosa",2863987
"Ruppia maritima",2864004
"Ruscus aculeatus",2769766
"Ruscus hypoglossum",2769775
"Ruta angustifolia",3832875
"Ruta chalepensis",3190381
"Ruta corsica",3832726
"Ruta graveolens",3190382
"Ruta montana",8019513
"Ruta oreojasme",3832323
"Ruta pinnata",7943360
"Sabulina austriaca",5587122
"Sabulina foliosa",7983652
"Sabulina juniperina",8108477
"Sabulina tenuifolia subsp. tenuifolia",5586962
"Sabulina verna",8074997
"Sabulina villarii",7416756
"Saccharum officinarum",2703912
"Saccharum spontaneum",2703935
"Sagina apetala",8941837
"Sagina decumbens subsp. occidentalis",3808643
"Sagina maritima",3085407
"Sagina nivalis",3085396
"Sagina nodosa",3085388
"Sagina procumbens",3085402
"Sagina saginoides",7952995
"Sagina × media",8200327
"Sagittaria latifolia",5328909
"Sagittaria montevidensis",5329111
"Sagittaria natans",5329088
"Sagittaria sagittifolia",5328882
"Sagittaria trifolia",5328972
"Salicornia europaea",12239479
"Salicornia fruticosa",5567884
"Salicornia perennans",5568886
"Salicornia perennans subsp. perennans",7487173
"Salicornia perennis",5383932
"Salicornia procumbens",6035873
"Salicornia procumbens subsp. procumbens",6035873
"Salix acmophylla",7266388
"Salix acutifolia",7645931
"Salix aegyptiaca",5581756
"Salix alba",5372513
"Salix alpina",7698834
"Salix amplexicaulis",5583575
"Salix apennina",5583245
"Salix appendiculata",5583213
"Salix arbuscula",7429900
"Salix atrocinerea",5582546
"Salix aurita",5372876
"Salix babylonica",5372639
"Salix bebbiana",5373055
"Salix breviserrata",7266834
"Salix caesia",7266795
"Salix cantabrica",5583336
"Salix caprea",5372952
"Salix cinerea",5372605
"Salix daphnoides",9153437
"Salix eleagnos",5372655
"Salix eriocephala",5372614
"Salix euxina",5927965
"Salix excelsa",7939430
"Salix foetida",7375754
"Salix glabra",5583850
"Salix glauca",5372963
"Salix glauca f. cordifolia",5372963
"Salix glauca var. villosa",5372963
"Salix gmelinii",8183217
"Salix hastata",5372554
"Salix hegetschweileri",8185401
"Salix helvetica",5582710
"Salix herbacea",5373083
"Salix integra",7266382
"Salix laggeri",5583211
"Salix lanata",5372706
"Salix lapponum",7104074
"Salix lasiolepis",5372744
"Salix magnifica",7266860
"Salix melanopsis",5373018
"Salix mielichhoferi",7484276
"Salix mucronata",7266648
"Salix myrsinifolia",5372875
"Salix myrsinifolia subsp. borealis",5372875
"Salix myrsinites",7103992
"Salix myrtilloides",7482782
"Salix nigra",5372854
"Salix nummularia",5372823
"Salix pedicellata",5583320
"Salix pedicellata subsp. canariensis",7855267
"Salix pentandra",5372647
"Salix phylicifolia",7918641
"Salix polaris",5372778
"Salix pseudomedemii",5581960
"Salix pulchra",5372732
"Salix purpurea",5372800
"Salix pyrenaica",5583939
"Salix repens",9148812
"Salix reticulata",5372693
"Salix retusa",8119241
"Salix rosmarinifolia",7104059
"Salix salviifolia",8270750
"Salix schwerinii",7266500
"Salix serpillifolia",5581905
"Salix silesiaca",7448302
"Salix sitchensis",5372832
"Salix starkeana",7266759
"Salix tetrasperma",5582578
"Salix triandra",7103891
"Salix udensis",5582033
"Salix viminalis",5372933
"Salix waldsteiniana",5583602
"Salix × fragilis",5372829
"Salix × hermaphroditica",5582684
"Salix × mollissima",8696073
"Salix × pendulina nothof. pendulina",5372638
"Salix × pendulina nothof. tristis",12291280
"Salix × reichardtii",5583586
"Salsola collina",3083953
"Salsola divaricata",3064
"Salsola kali",3083957
"Salsola melitensis",3757446
"Salsola tamamschjanae",3756063
"Salsola tragus",3083945
"Salsola webbii",3755682
"Salvia absconditiflora",3886619
"Salvia aegyptiaca",10667710
"Salvia aethiopis",2927030
"Salvia amplexicaulis",7367642
"Salvia argentea",2927065
"Salvia aucheri",3884554
"Salvia austriaca",3902835
"Salvia barrelieri",7498903
"Salvia cadmica",3882908
"Salvia canariensis",7306552
"Salvia candidissima",8387050
"Salvia clevelandii",2927024
"Salvia coccinea",9278365
"Salvia dorystaechas",10896229
"Salvia dumetorum",7749625
"Salvia euphratica",7962511
"Salvia farinacea",2927064
"Salvia frigida",3902105
"Salvia fruticosa",6412283
"Salvia glutinosa",2927026
"Salvia granatensis",10836683
"Salvia greggii",2927038
"Salvia heldreichiana",3900534
"Salvia hierosolymitana",6412055
"Salvia hypargeia",3899840
"Salvia jaminiana",3898985
"Salvia jordanii",10893370
"Salvia judaica",3898876
"Salvia jurisicii",3898838
"Salvia leucantha",6411750
"Salvia limbata",3897571
"Salvia microstegia",3895821
"Salvia multicaulis",3895293
"Salvia nemorosa",2927028
"Salvia nemorosa subsp. pseudosylvestris",7394312
"Salvia nutans",2926984
"Salvia officinalis",2927004
"Salvia officinalis subsp. lavandulifolia",2927004
"Salvia palaestina",3893308
"Salvia patens",3892852
"Salvia phlomoides",7819681
"Salvia pratensis",2927007
"Salvia purpurea",8249437
"Salvia reflexa",2927001
"Salvia ringens",8303746
"Salvia rosifolia",8366007
"Salvia rosmarinus",10902460
"Salvia scabiosifolia",3888348
"Salvia sclarea",2927000
"Salvia sclareoides",7307282
"Salvia splendens",8249932
"Salvia staminea",7770962
"Salvia suffruticosa",7575717
"Salvia syriaca",3886224
"Salvia tomentosa",3885499
"Salvia transsylvanica",7971949
"Salvia verbascifolia",3884199
"Salvia verbenaca",6409706
"Salvia verticillata",2926995
"Salvia verticillata subsp. amasiaca",8369990
"Salvia virgata",2927041
"Salvia viridis",3883959
"Salvia yangii",10801424
"Salvia × sylvestris",2926990
"Salvinia auriculata",5274861
"Salvinia natans",5274858
"Sambucus canadensis",6369819
"Sambucus ebulus",2888722
"Sambucus lanceolata",8098877
"Sambucus nigra",2888728
"Sambucus palmensis",3857544
"Sambucus racemosa",2888723
"Sambucus sibirica",6369742
"Sambucus × strumpfii",3856369
"Samolus valerandi",3169313
"Sanguisorba alpina",3029699
"Sanguisorba armena",3029715
"Sanguisorba canadensis",3029411
"Sanguisorba hybrida",11217399
"Sanguisorba megacarpa",3029570
"Sanguisorba minor",3029430
"Sanguisorba minor subsp. balearica",3029431
"Sanguisorba officinalis",3029627
"Sanguisorba rupicola",8118571
"Sanguisorba verrucosa",3001016
"Sanicula azorica",3639728
"Sanicula epipactis",3639337
"Sanicula europaea",6027128
"Santolina chamaecyparissus",3125933
"Santolina corsica",4252927
"Santolina decumbens",3125948
"Santolina impressa",4252829
"Santolina pectinata",3125927
"Santolina rosmarinifolia",3125944
"Santolina semidentata",3125941
"Santolina villosa",3125952
"Santolina virens",3125928
"Sanvitalia procumbens",3104106
"Saponaria bellidifolia",3812815
"Saponaria lutea",3812402
"Saponaria ocymoides",3085357
"Saponaria officinalis",3085360
"Saponaria orientalis",3812495
"Saponaria pumilio",7886747
"Saponaria sicula subsp. intermedia",8218387
"Sarcopoterium spinosum",3001879
"Sarracenia purpurea",5421389
"Sasa palmata",8362005
"Sasa veitchii",4128359
"Sasaella ramosa",4127352
"Satureja coerulea",3882467
"Satureja cuneifolia",7306488
"Satureja hortensis",2926885
"Satureja intermedia",8243445
"Satureja macrantha",8350303
"Satureja montana",2926884
"Satureja montana subsp. variegata",2926884
"Satureja subspicata",7309250
"Satureja thymbra",3902859
"Saussurea alpina",5404542
"Saussurea amara",5404313
"Saussurea japonica",7707728
"Saussurea parviflora",5404641
"Saxifraga adscendens",3032719
"Saxifraga aizoides",8165236
"Saxifraga androsacea",3753798
"Saxifraga aphylla",7456530
"Saxifraga aquatica",8249597
"Saxifraga aspera",7339334
"Saxifraga biflora",7646635
"Saxifraga bourgaeana",3752671
"Saxifraga bryoides",3755523
"Saxifraga bulbifera",3752458
"Saxifraga caesia",3752673
"Saxifraga canaliculata",3755135
"Saxifraga carpatica",3754890
"Saxifraga cernua",3032869
"Saxifraga cespitosa",3032796
"Saxifraga cotyledon",3753330
"Saxifraga crustata",3753225
"Saxifraga cuneifolia",7663587
"Saxifraga exarata",7339532
"Saxifraga federici-augusti subsp. grisebachii",7339509
"Saxifraga fragosoi",3753973
"Saxifraga geranioides",3753661
"Saxifraga granulata",7887000
"Saxifraga hirculus",3032811
"Saxifraga hirsuta",3032748
"Saxifraga hostii",3755568
"Saxifraga hypnoides",8028512
"Saxifraga intricata",7339540
"Saxifraga longifolia",7742809
"Saxifraga marginata",7339269
"Saxifraga moschata",7339580
"Saxifraga muscoides",7451673
"Saxifraga mutata",3752655
"Saxifraga oppositifolia",8353146
"Saxifraga paniculata",3032837
"Saxifraga pedemontana",7339313
"Saxifraga pedemontana subsp. cervicornis",7339313
"Saxifraga pubescens",3755377
"Saxifraga retusa",7702195
"Saxifraga rivularis",3032783
"Saxifraga rosacea",3032758
"Saxifraga rosacea subsp. rosacea",7339409
"Saxifraga rotundifolia",7339396
"Saxifraga seguieri",3753427
"Saxifraga sibirica",3032848
"Saxifraga spathularis",3752882
"Saxifraga tombeanensis",3754891
"Saxifraga tridactylites",3032833
"Saxifraga umbrosa",3032812
"Saxifraga wahlenbergii",3753859
"Scabiosa atropurpurea",2888805
"Scabiosa atropurpurea subsp. maritima",2888805
"Scabiosa balcanica",4103163
"Scabiosa canescens",4102834
"Scabiosa cinerea",7301138
"Scabiosa columbaria",2888802
"Scabiosa corsica",4104063
"Scabiosa crinita",7553806
"Scabiosa holosericea",7430394
"Scabiosa japonica",7300977
"Scabiosa lucida",7475424
"Scabiosa mollissima",4103777
"Scabiosa ochroleuca",2888806
"Scabiosa pyrenaica",7910869
"Scabiosa semipapposa",7300973
"Scabiosa silenifolia",4104373
"Scabiosa taygetea",7301098
"Scabiosa triandra",7301083
"Scabiosa turolensis",8061410
"Scaligeria napiformis",5539503
"Scandix australis",6027018
"Scandix pecten-veneris",3034233
"Scandosorbus intermedia",10071055
"Schenkia spicata",5595243
"Schinus molle",3190642
"Schinus terebinthifolia",3660419
"Schismus barbatus",2704341
"Schizanthus grahamii",3798128
"Schizanthus pinnatus",2928843
"Schizogyne glaberrima",3089828
"Schizogyne sericea",3089818
"Schizopetalon walkeri",3050337
"Schlagintweitia intybacea",3115482
"Schoenoplectiella mucronata",5827389
"Schoenoplectiella supina",2710765
"Schoenoplectus lacustris",2710941
"Schoenoplectus litoralis",2711288
"Schoenoplectus tabernaemontani",2711157
"Schoenus ferrugineus",2709988
"Schoenus nigricans",2709923
"Scilla bifolia",2767506
"Scilla bithynica",2767405
"Scilla forbesii",2767275
"Scilla hyacinthoides",2767320
"Scilla luciliae",2767271
"Scilla monophyllos",2767232
"Scilla nana",2767425
"Scilla rosenii",2767221
"Scilla sardensis",2767229
"Scilla siberica",8080743
"Scilla verna",2767415
"Scilla verna subsp. ramburii",2767415
"Scirpoides holoschoenus",2718201
"Scirpus sylvaticus",2720080
"Scleranthus annuus",3085894
"Scleranthus perennis",3085895
"Sclerochloa dura",2704841
"Scolochloa festucacea",5289769
"Scolymus grandiflorus",5403745
"Scolymus hispanicus",5403742
"Scolymus maculatus",5403743
"Scoparia dulcis",3171787
"Scopolia carniolica",5341850
"Scorpiurus muricatus",5358302
"Scorpiurus vermiculatus",5358301
"Scorzonera alpigena",3125770
"Scorzonera angustifolia",9548485
"Scorzonera aristata",3111067
"Scorzonera calcitrapifolia",6064948
"Scorzonera cana",8344672
"Scorzonera humilis",3111049
"Scorzonera laciniata",8286501
"Scorzonera parviflora",3111097
"Scorzonera purpurea",3125775
"Scorzonera rosea",3125818
"Scorzonera sublanata",4245067
"Scorzoneroides autumnalis",3133512
"Scorzoneroides helvetica",3133515
"Scorzoneroides montana",3133502
"Scorzoneroides muelleri",3133534
"Scorzoneroides pseudotaraxaci",3133494
"Scorzoneroides pyrenaica",3133504
"Scorzoneroides rilaensis",3133491
"Scrophularia aestivalis",3739195
"Scrophularia alpestris",8264029
"Scrophularia altaica",3739147
"Scrophularia arguta",8408006
"Scrophularia auriculata",3170875
"Scrophularia auriculata subsp. lyrata",3170875
"Scrophularia bosniaca",3738820
"Scrophularia calliantha",3738699
"Scrophularia canina",3170873
"Scrophularia canina subsp. bicolor",3170873
"Scrophularia canina subsp. crithmifolia",3170873
"Scrophularia canina subsp. hoppei",3170873
"Scrophularia canina subsp. ramosissima",3170873
"Scrophularia cretacea",3738364
"Scrophularia divaricata",3738163
"Scrophularia exilis",7823001
"Scrophularia frutescens",8132017
"Scrophularia glabrata",8044991
"Scrophularia grandiflora",7332908
"Scrophularia herminii",3737600
"Scrophularia heterophylla subsp. laciniata",7496569
"Scrophularia incisa",8326242
"Scrophularia laevigata",7332866
"Scrophularia lateriflora",3737275
"Scrophularia lucida",8187471
"Scrophularia nodosa",3170886
"Scrophularia oblongifolia",7670408
"Scrophularia olympica",3736574
"Scrophularia peregrina",3170862
"Scrophularia peyronii",7802976
"Scrophularia racemosa",3736211
"Scrophularia ruprechtii",3736090
"Scrophularia sambucifolia",3736059
"Scrophularia scopolii",8345868
"Scrophularia scorodonia",7477038
"Scrophularia smithii",7332696
"Scrophularia smithii subsp. langeana",3735790
"Scrophularia sublyrata",3735647
"Scrophularia trifoliata",8056147
"Scrophularia vernalis",7810918
"Scrophularia versicolor",3735273
"Scrophularia xanthoglossa var. decipiens",8166522
"Scutellaria albida",7428462
"Scutellaria albida subsp. velenovskyi",7428462
"Scutellaria alpina",7309071
"Scutellaria altissima",5341373
"Scutellaria columnae",5609719
"Scutellaria cypria",7308872
"Scutellaria galericulata",2926759
"Scutellaria hastifolia",5609333
"Scutellaria minor",5341345
"Scutellaria multicaulis",7308541
"Scutellaria rupestris",7308215
"Scutellaria rupestris subsp. parnassica",5608305
"Scutellaria supina",5608080
"Scyphanthus stenocarpus",4021633
"Searsia laevigata",7321783
"Searsia tripartita",5544195
"Secale cereale",2705966
"Secale strictum",4121049
"Secale sylvestre",4121040
"Secale vavilovii",4121006
"Sedum acre",5362007
"Sedum album",5362008
"Sedum alpestre",7334006
"Sedum anglicum",5687974
"Sedum anglicum subsp. pyrenaicum",5687974
"Sedum annuum",5362038
"Sedum atratum",8144117
"Sedum bellum",5690797
"Sedum brevifolium",5690592
"Sedum cepaea",5690287
"Sedum cespitosum",7604836
"Sedum confusum",5689983
"Sedum dasyphyllum",7172720
"Sedum dasyphyllum subsp. dasyphyllum",7172720
"Sedum greggii",7334187
"Sedum hirsutum",8393026
"Sedum hispanicum",5361982
"Sedum hultenii",5688329
"Sedum japonicum",7334050
"Sedum lineare",5361983
"Sedum lydium",5690814
"Sedum mexicanum",5361977
"Sedum palmeri",7334489
"Sedum praealtum",5362012
"Sedum rhodocarpum",7334229
"Sedum rubens",7963827
"Sedum sarmentosum",5362004
"Sedum sedoides",2406
"Sedum sexangulare",5361991
"Sedum stahlii",5688092
"Sedum urvillei",7334718
"Selaginella apoda",2688214
"Selaginella denticulata",3709954
"Selaginella helvetica",7452468
"Selinum carvifolia",5371781
"Semele androgyna",5303763
"Semele gayae",5303766
"Semiarundinaria fastuosa",4120602
"Sempervivum arachnoideum",4201709
"Sempervivum calcareum",4201278
"Sempervivum globiferum",8091002
"Sempervivum globiferum subsp. arenarium",4200380
"Sempervivum globiferum subsp. hirtum",4200371
"Sempervivum heuffelii",2985707
"Sempervivum kosaninii",4199947
"Sempervivum montanum",8164781
"Sempervivum tectorum",2985949
"Sempervivum wulfenii",7334075
"Senecio altissimus",4243576
"Senecio bollei",3106872
"Senecio cambrensis",4240356
"Senecio candicans",7736262
"Senecio carpetanus",3108488
"Senecio doria",3108191
"Senecio doriiformis",6445329
"Senecio doronicum",3107708
"Senecio doronicum subsp. orientalis",9370683
"Senecio doronicum subsp. transylvanicus",6077101
"Senecio duriaei",12201550
"Senecio elegans",7819589
"Senecio gallicus",3107896
"Senecio glaucus",3108685
"Senecio glaucus subsp. coronopifolius",4233868
"Senecio grandiflorus",8336087
"Senecio hercynicus",3107060
"Senecio inaequidens",3109086
"Senecio incrassatus",3108090
"Senecio leucanthemifolius",7624085
"Senecio linifolius",3108531
"Senecio lividus",3107156
"Senecio nemorensis",3107839
"Senecio nemorensis subsp. jacquinianus",3107839
"Senecio ovatus",3107361
"Senecio ovatus subsp. alpestris",4224093
"Senecio ovatus subsp. stabianus",4224085
"Senecio polyodon",3107213
"Senecio pseudoorientalis",3108635
"Senecio pulcher",3109000
"Senecio pyrenaicus",3107170
"Senecio rupestris",6063943
"Senecio sarracenicus",7903764
"Senecio scopolii subsp. floccosus",4218645
"Senecio squalidus",3109117
"Senecio sylvaticus",3107987
"Senecio vernalis",6063730
"Senecio viscosus",3107855
"Senecio vulgaris",3108983
"Senna didymobotrya",2957556
"Senna occidentalis",2957966
"Senna × floribunda",2957241
"Sequoia sempervirens",2683909
"Sequoiadendron giganteum",2684120
"Serapias lingua",5314814
"Serapias vomeracea",5314764
"Serratula coronata",5388858
"Serratula tinctoria",5388835
"Serratula tinctoria var. alpina",7964572
"Sesamoides suffruticosa",7275977
"Sesamum indicum",3172622
"Seseli annuum",3632301
"Seseli austriacum",3632165
"Seseli besserianum",11148160
"Seseli bocconei",7512125
"Seseli campestre",3631965
"Seseli cantabricum",3631954
"Seseli gouanii",3631115
"Seseli gracile",3631105
"Seseli gummiferum",7897697
"Seseli hippomarathrum",7639247
"Seseli hippomarathrum subsp. hebecarpum",8362580
"Seseli leucospermum",3630648
"Seseli montanum",6026420
"Seseli montanum subsp. granatense",3630327
"Seseli montanum subsp. nanum",6026420
"Seseli osseum",3630143
"Seseli pallasii",3630134
"Seseli peixotoanum",9602954
"Seseli rigidum",6026379
"Seseli tommasinii",3629148
"Seseli tortuosum",7904530
"Sesleria alba",4119812
"Sesleria autumnalis",4119674
"Sesleria caerulea",4119608
"Sesleria heufleriana",4119290
"Sesleria juncifolia",4119220
"Sesleria latifolia",4119178
"Sesleria rigida",4118934
"Sesleria sadleriana",4118888
"Sesleria tatrae",4118810
"Setaria adhaerens",5289670
"Setaria faberi",5289666
"Setaria italica",5289698
"Setaria pumila",5289693
"Setaria verticillata",5289686
"Setaria viridis",5289684
"Sherardia arvensis",5339050
"Shibataea kumasasa",4112302
"Sibbaldia procumbens",3025029
"Sibbaldianthe bifurca",3000723
"Sibbaldianthe orientalis",9257127
"Sicyos angulatus",2874655
"Sicyos edulis",3625017
"Sida rhombifolia",5406735
"Sida ulmifolia",5617180
"Sida urens",5406763
"Sidalcea candida",3152723
"Sideritis canariensis",3892034
"Sideritis candicans",7307905
"Sideritis condensata",3891804
"Sideritis cretica",7862362
"Sideritis dasygnaphala",3891646
"Sideritis endressii",7307817
"Sideritis glacialis",7307755
"Sideritis gomeraea",7307750
"Sideritis hirsuta",7443285
"Sideritis hyssopifolia",8372368
"Sideritis ibanezii",8139235
"Sideritis italica",3890474
"Sideritis libanotica",7307623
"Sideritis lotsyi",7985818
"Sideritis macrostachyos",3890043
"Sideritis montana",2926688
"Sideritis raeseri",7307453
"Sideritis romana",2926687
"Sideritis romana subsp. purpurea",3888966
"Sideritis scardica",7307419
"Sideritis spinulosa",7307384
"Sideritis syriaca",7961270
"Sideritis taurica",7307360
"Sideroxylon inerme",2887200
"Sideroxylon mirmulano",7593513
"Sideroxylon rubiginosum",2887215
"Sideroxylon spinosum",2886244
"Silaum silaus",6027388
"Silene acaulis",5384754
"Silene aegyptiaca",5585871
"Silene andryalifolia",5585621
"Silene apetala",6363958
"Silene arguta",8045674
"Silene baccifera",10953644
"Silene banksia",5585254
"Silene behen",7523432
"Silene boryi",7267234
"Silene borysthenica",7267230
"Silene bupleuroides",7363846
"Silene chalcedonica",5584611
"Silene chersonensis",5584583
"Silene chlorantha",5384808
"Silene chlorifolia",5584558
"Silene ciliata",7267056
"Silene colorata",7566895
"Silene conica",5384774
"Silene conoidea",5384852
"Silene cordifolia",5584354
"Silene coronaria",5384741
"Silene crassipes",5584307
"Silene cretica",8150863
"Silene densiflora",5584051
"Silene dichotoma",5384818
"Silene dioica",5384795
"Silene donetzica",7268272
"Silene elisabethae",5588329
"Silene flavescens",7812211
"Silene flos-cuculi",5384738
"Silene flos-jovis",7508532
"Silene foliosa",7630417
"Silene fruticosa",8281741
"Silene fuscata",5587867
"Silene gallica",5384848
"Silene gallica var. gallica",5384848
"Silene gallinyi",8357176
"Silene gigantea",7268079
"Silene hellmannii",5587307
"Silene heuffelii",5587280
"Silene inaperta",6364575
"Silene integripetala",7267873
"Silene involucrata",5384771
"Silene italica",8993502
"Silene jeniseensis",7267830
"Silene latifolia",5384805
"Silene latifolia subsp. alba",5586736
"Silene laxa",5586727
"Silene legionensis",7930821
"Silene libanotica",5586688
"Silene linoides",8416996
"Silene longicilia",7267697
"Silene marizii",7448215
"Silene marschallii",7267640
"Silene mellifera",7267618
"Silene mollissima",8290545
"Silene multicaulis",7267535
"Silene multiflora",7267530
"Silene neglecta",5585903
"Silene nemoralis",5585899
"Silene nicaeensis",7533371
"Silene niederi",5585853
"Silene nivalis",5585836
"Silene nocteolens",5585819
"Silene noctiflora",5384834
"Silene nutans",5384781
"Silene nutans subsp. insubrica",5384781
"Silene odontopetala",7267445
"Silene otites",7746901
"Silene paradoxa",5585440
"Silene parnassica",7495442
"Silene pendula",5384773
"Silene portensis",7868370
"Silene procumbens",5584964
"Silene pseudoatocion",7505952
"Silene pygmaea",7972079
"Silene radicosa",7267117
"Silene reichenbachii",5584633
"Silene repens",7569592
"Silene rhynchocarpa",5584538
"Silene roemeri",7267047
"Silene sartorii",5584321
"Silene saxifraga",7402375
"Silene scabriflora",8419625
"Silene secundiflora",8262734
"Silene sericea",5584052
"Silene squamigera subsp. vesiculifera",8137022
"Silene suaveolens",5588386
"Silene subconica",5588340
"Silene succulenta",5588274
"Silene supina",5588234
"Silene swertiifolia",5588219
"Silene tatarica",5588145
"Silene thymifolia",7426098
"Silene uniflora",8406661
"Silene uniflora subsp. thorei",5587725
"Silene vallesia",5587608
"Silene velutina",7538949
"Silene viridiflora",7543027
"Silene viscosa",8279669
"Silene vulgaris",9172281
"Silene vulgaris subsp. commutata",9172281
"Silene vulgaris subsp. glareosa",8399237
"Silene vulgaris subsp. prostrata",7468022
"Silene wolgensis",8111132
"Silene zawadzkii",5587094
"Silene × hampeana",5384788
"Siler montanum",5537918
"Silphiodaucus hispidus",9568743
"Silphiodaucus prutenicus",9540150
"Silphium integrifolium",3092564
"Silphium perfoliatum",3092576
"Silybum marianum",3145214
"Sinapis alba",3047621
"Sinapis alba subsp. dissecta",3047621
"Sinapis pubescens",3047585
"Sison amomum",3641433
"Sisymbrium altissimum",3046736
"Sisymbrium austriacum",3046913
"Sisymbrium crassifolium",3046801
"Sisymbrium erysimoides",3046765
"Sisymbrium irio",3046851
"Sisymbrium loeselii",3046875
"Sisymbrium luteum",3046798
"Sisymbrium officinale",3046890
"Sisymbrium orientale",3046812
"Sisymbrium polymorphum",3046830
"Sisymbrium strictissimum",3046850
"Sisymbrium volgense",3046744
"Sium latifolium",3034530
"Sium sisarum",3034532
"Skimmia japonica",7740617
"Smilax aspera",5295044
"Smilax canariensis",5295349
"Smilax excelsa",5295073
"Smyrnium connatum",3638908
"Smyrnium cordifolium",3638892
"Smyrnium creticum",3638884
"Smyrnium olusatrum",3034782
"Smyrnium perfoliatum",6027089
"Smyrnium perfoliatum subsp. rotundifolium",6027089
"Soda inermis",3758349
"Soda longifolia",11277578
"Soda oppositifolia",11364737
"Soda rosmarinus",11266982
"Solandra maxima",5581538
"Solanum americanum",2930222
"Solanum argentinum",2932402
"Solanum bahamense",2929568
"Solanum betaceum",2930216
"Solanum carolinense",2932011
"Solanum dulcamara",2932737
"Solanum elaeagnifolium",2929892
"Solanum guineense",2930068
"Solanum habrochaites",2929599
"Solanum laciniatum",2930439
"Solanum laxum",2931714
"Solanum linnaeanum",2929062
"Solanum lycopersicum",2930137
"Solanum lyratum",2930006
"Solanum melongena",2930617
"Solanum muricatum",2931290
"Solanum nigrum",9150405
"Solanum physalifolium",2932144
"Solanum pseudocapsicum",2931104
"Solanum sarrachoides",2930805
"Solanum scabrum",2929032
"Solanum stoloniferum",2930498
"Solanum triflorum",2931237
